ts	elapsed	rss_kb	threads	fds	tcp_est	crawled_bytes	discovered_bytes	disk_free_mb	rss_kb_0	rss_kb_1
1789685966	63133	4952360	201	88429	16029	123037265	1038215855	88986	2493348	2459012
1789685997	63164	4949844	201	87632	16527	123137754	1038584402	88981	2490832	2459012
1789686027	63194	4949064	201	87485	16966	123186654	1039009625	88969	2489460	2459604
1789686058	63225	4947796	201	87087	17521	123235070	1039367859	88974	2488784	2459012
1789686088	63255	4947796	201	87850	18354	123279635	1039850127	88950	2488784	2459012
1789686119	63286	4957200	201	86603	16782	123328080	1040259811	88941	2487776	2469424
1789686150	63317	4948484	201	86648	17869	123395711	1040612444	88946	2480264	2468220
1789686180	63347	4940972	201	88137	17960	123440838	1041044817	88934	2480264	2460708
1789686210	63377	4944548	201	88788	17668	123488971	1041604399	88925	2483840	2460708
1789686241	63408	4940840	201	87806	17099	123555319	1042152381	88936	2480264	2460576
1789686271	63438	4944184	201	86075	16360	123603627	1042720316	88936	2483608	2460576
1789686302	63469	4941896	201	88585	15844	123674393	1043146069	88924	2481320	2460576
1789686332	63499	4940840	201	88711	16294	123725596	1043601899	88928	2480264	2460576
1789686363	63530	4945772	201	89073	16389	123795874	1044109044	88924	2484048	2461724
1789686393	63560	4941332	201	88384	16271	123841826	1044525125	88927	2480756	2460576
1789686424	63591	4949856	201	88931	16534	123915449	1044903310	88933	2490288	2459568
1789686454	63621	4951832	201	88725	16016	123989205	1045330622	88937	2492264	2459568
1789686485	63652	4942032	201	88111	17859	124038186	1045697470	88948	2482464	2459568
1789686515	63682	4958064	201	88467	17470	124087174	1046076485	88951	2498496	2459568
1789686546	63713	4940740	201	88495	17308	124136363	1046434660	88945	2481172	2459568
1789686576	63743	4938824	201	88692	18050	124184764	1046920860	88954	2479256	2459568
1789686606	63773	4940708	201	89061	17633	124258074	1047300424	88945	2481136	2459572
1789686637	63804	4940708	201	88362	17297	124306184	1047728346	88947	2481136	2459572
1789686667	63834	4947828	201	88028	18084	124330469	1048015098	88958	2488256	2459572
1789686698	63865	4961188	201	85887	17533	124428277	1048424565	88956	2481136	2480052
1789686729	63896	4961188	201	85899	17231	124476663	1048925863	88955	2481136	2480052
1789686759	63926	4961188	201	87831	17437	124525033	1049344237	88925	2481136	2480052
1789686790	63957	4961192	201	87200	17490	124563246	1049884966	88912	2481136	2480056
1789686821	63988	4961192	201	88775	17712	124611538	1050277590	88912	2481136	2480056
1789686851	64018	4973548	201	88022	16714	124702078	1050842794	88891	2493492	2480056
1789686882	64049	4961192	201	89458	17933	124750591	1051212724	88876	2481136	2480056
1789686912	64079	4964840	201	87768	16770	124842302	1051814758	88946	2484784	2480056
1789686943	64110	4961788	201	89511	17624	124866926	1052270961	88926	2481732	2480056
1789686973	64140	4961788	201	88861	18153	124915409	1052686274	88912	2481732	2480056
1789687004	64171	4962340	201	88613	17002	124985612	1053153030	88917	2481136	2481204
1789687035	64202	4962944	201	87730	17256	125033899	1053488763	88915	2482888	2480056
1789687065	64232	4963056	201	88297	16597	125082070	1053846317	88903	2483000	2480056
1789687095	64262	4961848	201	88407	16660	125150329	1054315183	88897	2481792	2480056
1789687126	64293	4987172	201	88355	16493	125199297	1054636720	88962	2507116	2480056
1789687156	64323	4967120	201	88112	16698	125276387	1055056331	88969	2488072	2479048
1789687187	64354	4964640	201	87440	16335	125349548	1055478134	88967	2485592	2479048
1789687217	64384	4964516	201	87925	16109	125399187	1055914478	88966	2485468	2479048
1789687248	64415	4965968	201	88313	16186	125450141	1056357058	88972	2487928	2478040
1789687278	64445	4961228	201	88394	15797	125498531	1056794940	88976	2483188	2478040
1789687309	64476	4962876	201	88617	16276	125572136	1057111508	88980	2483536	2479340
1789687339	64506	4961836	201	87005	17456	125620664	1057492279	88999	2483188	2478648
1789687370	64537	4961228	201	87500	17443	125689688	1057999328	88999	2483188	2478040
1789687400	64567	4963064	201	87774	17333	125714076	1058457953	89002	2483188	2479876
1789687431	64598	4961228	201	90157	18373	125786665	1058862587	88979	2483188	2478040
1789687461	64628	4965932	201	88215	18200	125847590	1059331142	88997	2487892	2478040
1789687492	64659	4966512	201	88254	18183	125896541	1059784928	89006	2488480	2478032
1789687523	64690	4965868	201	89749	19272	125944672	1060168180	88991	2487860	2478008
1789687554	64721	4965868	201	90250	18866	125984643	1060700053	88982	2487860	2478008
1789687584	64751	4965868	201	88814	16967	126033796	1061040589	88985	2487860	2478008
1789687615	64782	4965868	201	88342	16251	126129115	1061559960	88976	2487860	2478008
1789687645	64812	4967140	201	87827	16382	126177876	1062004051	88966	2489132	2478008
1789687676	64843	4965868	201	87246	15364	126226736	1062438423	88963	2487860	2478008
1789687706	64873	4968676	201	87817	16396	126300098	1062745726	88951	2490668	2478008
1789687737	64904	4965872	201	86369	15901	126348441	1063145814	88942	2487864	2478008
1789687768	64935	4963372	201	86811	15390	126429295	1063523370	88941	2485364	2478008
1789687798	64965	4962692	201	86893	15408	126453333	1063895531	88920	2484684	2478008
1789687829	64996	4964376	201	85886	15201	126527144	1064248187	88921	2486368	2478008
1789687860	65027	4963836	201	86367	16384	126603513	1064527394	88937	2485828	2478008
1789687890	65057	4962088	201	87892	17010	126627280	1064983518	88924	2484080	2478008
1789687921	65088	4962088	201	87503	18014	126701032	1065354576	88920	2484080	2478008
1789687951	65118	4961048	201	89366	17480	126775888	1065872512	88903	2483072	2477976
1789687982	65149	4965752	201	89295	17222	126823732	1066290280	88897	2486168	2479584
1789688012	65179	4962364	201	88596	16801	126872893	1066699293	88909	2484384	2477980
1789688043	65210	4961068	201	86895	17091	126921069	1067190640	88931	2483088	2477980
1789688073	65240	4961728	201	89670	19197	126989809	1067573630	88922	2483740	2477988
1789688103	65270	4961080	201	90001	18106	127008125	1067980223	88916	2483096	2477984
1789688134	65301	4962584	201	88782	17153	127056447	1068399909	88924	2484584	2478000
1789688165	65332	4964028	201	89192	17335	127145586	1068806640	88926	2486028	2478000
1789688195	65362	4961096	201	88688	17155	127145586	1069140040	88926	2483096	2478000
1789688226	65393	4961100	201	88456	17338	127217651	1069568782	88923	2483100	2478000
1789688256	65423	4961100	201	88309	17470	127280641	1069933648	88925	2483100	2478000
1789688286	65453	4961100	201	89049	16738	127329384	1070434604	88916	2483100	2478000
1789688317	65484	4961100	201	87379	14649	127422395	1070907643	88929	2483100	2478000
1789688347	65514	4965840	201	86615	14896	127446531	1071341953	88932	2487840	2478000
1789688378	65545	4961644	201	87893	17653	127520083	1071607038	88931	2483644	2478000
1789688408	65575	4968160	201	87555	16209	127597897	1072083983	88917	2490160	2478000
1789688439	65606	4961640	201	87502	16377	127622134	1072410422	88920	2483108	2478532
1789688469	65636	4963940	201	86654	17289	127721082	1072872952	88933	2485940	2478000
1789688500	65667	4962360	201	88074	17140	127796578	1073301937	88972	2484360	2478000
1789688531	65698	4961108	201	89822	17793	127846445	1073737262	88973	2483108	2478000
1789688562	65729	4961408	201	87176	17052	127924831	1074244109	88958	2483408	2478000
1789688592	65759	4961792	201	89907	17786	127973430	1074620002	88941	2483792	2478000
1789688623	65790	4963940	201	88798	17260	128021664	1075013285	88948	2485940	2478000
1789688654	65821	4977308	201	89707	17835	128069779	1075461095	88936	2497460	2479848
1789688685	65852	4963516	201	89517	17394	128156570	1075978995	88928	2484852	2478664
1789688715	65882	4966676	201	90034	18382	128204912	1076444752	88924	2488676	2478000
1789688746	65913	4961688	201	89728	18201	128253590	1076887126	88910	2483688	2478000
1789688777	65944	4966324	201	87742	17483	128291106	1077271807	88902	2484568	2481756
1789688808	65975	4968620	201	90235	18981	128339854	1077652339	88886	2486864	2481756
1789688838	66005	4969164	201	89459	18457	128410094	1078195606	88891	2487400	2481764
1789688869	66036	4970460	201	90303	18219	128478446	1078651551	88885	2488696	2481764
1789688899	66066	4968628	201	88614	16992	128572452	1079166979	88889	2486864	2481764
1789688930	66097	4968628	201	87477	16360	128621152	1079697695	88899	2486864	2481764
1789688960	66127	4968628	201	86520	16168	128669962	1080031874	88898	2486864	2481764
1789688991	66158	4983524	201	87250	16386	128723103	1080448285	88591	2501928	2481596
1789689021	66188	4975256	201	87506	16583	128796468	1080870237	88891	2493512	2481744
1789689052	66219	4968588	201	87667	16262	128872949	1081323396	88888	2486844	2481744
1789689082	66249	4969744	201	88187	17040	128921450	1081758847	88888	2488000	2481744
1789689113	66280	4973768	201	88275	16988	128999447	1082236757	88885	2492024	2481744
1789689143	66310	4969104	201	89049	17198	129049536	1082618028	88883	2487360	2481744
1789689173	66340	4969848	201	88495	17614	129098631	1083020724	88890	2488104	2481744
1789689204	66371	4970216	201	88410	17439	129178780	1083486610	88893	2488472	2481744
1789689234	66401	4968592	201	89467	17627	129202917	1083902162	88892	2486844	2481748
1789689265	66432	4968592	201	87603	17100	129296118	1084345071	88902	2486844	2481748
1789689295	66462	4985152	201	88871	16821	129342823	1084826671	88901	2503404	2481748
1789689326	66493	4966348	201	88544	17481	129366929	1085209581	88899	2484600	2481748
1789689356	66523	4966608	201	87192	17726	129456920	1085587381	88915	2484848	2481760
1789689387	66554	4964848	201	86450	16604	129481075	1086183159	88907	2483088	2481760
1789689417	66584	4964848	201	88810	17902	129529426	1086626441	88886	2483088	2481760
1789689447	66614	4964848	201	89520	17972	129589459	1087153160	88869	2483088	2481760
1789689478	66645	4964848	201	87568	18567	129638061	1087599744	88884	2483088	2481760
1789689508	66675	4964876	201	88656	17896	129731115	1088091044	88867	2483088	2481788
1789689539	66706	4964876	201	88534	17023	129755568	1088435673	88847	2483088	2481788
1789689569	66736	4967956	201	87787	16087	129803274	1088830765	88845	2486168	2481788
1789689600	66767	4964876	201	86800	16068	129871634	1089379653	88841	2483088	2481788
1789689631	66798	4966212	201	86406	15683	129895676	1089856977	88823	2484424	2481788
1789689661	66828	4964876	201	86542	16159	129964368	1090226375	88817	2483088	2481788
1789689692	66859	4967360	201	86146	14905	130037633	1090601915	88810	2485572	2481788
1789689722	66889	4967632	201	85980	15170	130114130	1091053600	88798	2485844	2481788
1789689753	66920	4964828	201	86408	15271	130184575	1091509076	88797	2483040	2481788
1789689783	66950	4967844	201	85873	16006	130233301	1091932096	88804	2486056	2481788
1789689813	66980	4975204	201	87114	16287	130285333	1092429468	88799	2493416	2481788
1789689844	67011	4964852	201	85393	17605	130337280	1092742064	88822	2483064	2481788
1789689875	67042	4964852	201	85796	17899	130413537	1093138870	88826	2483064	2481788
1789689905	67072	4964852	201	85213	17321	130461924	1093443153	88832	2483064	2481788
1789689936	67103	4965448	201	86781	16917	130510355	1093954790	88818	2483064	2482384
1789689966	67133	4964852	201	84361	16380	130558859	1094347975	88826	2483064	2481788
1789689997	67164	4964852	201	82288	15866	130631685	1094647804	88853	2483064	2481788
1789690027	67194	4965488	201	83055	16658	130676897	1095007415	88854	2483700	2481788
1789690058	67225	4964852	201	83812	16091	130725249	1095486010	88852	2483064	2481788
1789690088	67255	4964852	201	82058	15344	130791802	1095889433	88930	2483064	2481788
1789690119	67286	4967124	201	83799	15996	130813653	1096211203	88927	2485336	2481788
1789690149	67316	4966176	201	84791	16893	130861747	1096766022	88923	2484388	2481788
1789690180	67347	4966176	201	84803	15859	130935234	1097189325	88925	2484388	2481788
1789690210	67377	4977492	201	86152	16666	130979872	1097615419	88918	2495704	2481788
1789690240	67407	4970488	201	87205	17891	131079149	1098101766	88911	2488700	2481788
1789690271	67438	4968068	201	87224	16291	131101121	1098591659	88905	2486280	2481788
1789690301	67468	4972120	201	87390	18184	131173855	1099029381	88886	2486288	2485832
1789690332	67499	4986888	201	87297	16964	131247143	1099680320	88881	2486288	2500600
1789690363	67530	4986288	201	86109	16104	131319536	1100010168	88872	2486288	2500000
1789690393	67560	4984272	201	85594	16062	131392976	1100385198	88857	2486288	2497984
1789690424	67591	4984272	201	83918	15297	131441199	1100818924	88866	2486288	2497984
1789690454	67621	4982256	201	84019	15481	131515281	1101168943	88848	2486288	2495968
1789690485	67652	4992172	201	85815	15565	131568650	1101600606	88826	2496204	2495968
1789690515	67682	4986144	201	85064	16095	131641599	1102043241	88834	2490176	2495968
1789690546	67713	4985244	201	85202	16072	131695173	1102446500	88831	2488660	2496584
1789690576	67743	4982228	201	87055	17732	131743904	1102871454	88813	2486288	2495940
1789690607	67774	4982232	201	87152	17830	131814694	1103404030	88802	2486292	2495940
1789690638	67805	4982232	201	87749	17571	131839811	1103840132	88804	2486292	2495940
1789690668	67835	4985288	201	87863	17185	131912425	1104286000	88807	2489340	2495948
1789690699	67866	4982252	201	87500	17422	131980624	1104731102	88815	2486292	2495960
1789690729	67896	4983920	201	89062	17152	132029119	1105278039	88798	2489976	2493944
1789690759	67926	4980236	201	88206	18276	132101598	1105659167	88806	2486292	2493944
1789690790	67957	4980896	201	86823	17374	132146811	1106209504	88811	2486952	2493944
1789690821	67988	4981888	201	88055	17549	132195474	1106522521	88808	2487944	2493944
1789690852	68019	4983004	201	87635	16423	132263673	1107082204	88809	2489060	2493944
1789690882	68049	4985260	201	88553	17461	132312592	1107495037	88817	2491316	2493944
1789690912	68079	4986852	201	89018	18146	132384934	1108117336	88821	2490708	2496144
1789690943	68110	4987124	201	87947	17596	132430062	1108632692	88818	2490980	2496144
1789690973	68140	4986864	201	87619	17232	132523523	1109083772	88816	2490720	2496144
1789691004	68171	4986864	201	88386	17569	132573187	1109439159	88806	2490720	2496144
1789691034	68201	4987276	201	88562	16431	132645154	1110041420	88807	2491132	2496144
1789691065	68232	4987256	201	87957	16553	132704914	1110411559	88820	2491112	2496144
1789691095	68262	4986864	201	88712	17575	132753104	1110768528	88819	2490720	2496144
1789691126	68293	4986864	201	88095	16890	132857289	1111223911	88807	2490720	2496144
1789691156	68323	4986864	201	86649	16413	132905628	1111554441	88807	2490720	2496144
1789691187	68354	4986984	201	86312	16533	132954624	1111991842	88812	2490840	2496144
1789691217	68384	4984984	201	86336	17375	133006134	1112406561	88806	2488840	2496144
1789691248	68415	4988100	201	85335	16021	133079224	1112855946	88796	2491956	2496144
1789691278	68445	4984984	201	86102	16535	133127985	1113219243	88802	2488840	2496144
1789691309	68476	4985652	201	86673	16127	133172458	1113694191	88857	2489508	2496144
1789691339	68506	5003232	201	87205	17805	133220815	1114092288	88834	2507088	2496144
1789691370	68537	4984988	201	87654	17767	133290800	1114806411	88836	2488840	2496148
1789691400	68567	4985588	201	86252	17164	133339120	1115379771	88826	2489440	2496148
1789691431	68598	4984988	201	87740	17301	133432593	1115962550	88793	2488840	2496148
1789691461	68628	4989024	201	89141	17412	133481090	1116464934	88794	2492876	2496148
1789691492	68659	4984988	201	86739	16486	133529723	1116814239	88796	2488840	2496148
1789691523	68690	4984988	201	86599	17139	133578607	1117204910	88804	2488840	2496148
1789691553	68720	4983980	201	89234	17816	133627634	1117794422	88785	2488840	2495140
1789691584	68751	4983980	201	89802	18118	133722645	1118264464	88799	2488840	2495140
1789691614	68781	4983980	201	90021	19252	133722645	1118607765	88796	2488840	2495140
1789691645	68812	4986044	201	87734	17864	133842796	1119214619	88862	2490904	2495140
1789691675	68842	4984660	201	88867	18107	133867979	1119651591	88861	2489520	2495140
1789691705	68872	4987764	201	87625	17555	133964716	1120113719	88851	2492624	2495140
1789691736	68903	4981928	201	89528	17418	134016154	1120514154	88851	2486788	2495140
1789691766	68933	4981928	201	89009	17125	134064457	1120874330	88856	2486788	2495140
1789691797	68964	4989236	201	88027	17283	134141648	1121226954	88853	2494096	2495140
1789691827	68994	4983868	201	88643	17886	134194541	1121609963	88853	2488728	2495140
1789691857	69024	4987024	201	86643	17716	134242989	1122134540	88867	2491884	2495140
1789691888	69055	4981928	201	87878	18003	134321780	1122467435	88868	2486788	2495140
1789691918	69085	4984472	201	87607	17625	134371851	1122976136	88865	2489332	2495140
1789691949	69116	4983432	201	88764	17048	134442144	1123417686	88857	2488292	2495140
1789691980	69147	4982520	201	88604	16857	134489741	1123954445	88852	2487380	2495140
1789692010	69177	5000004	201	89671	17745	134561835	1124474549	88860	2504864	2495140
1789692041	69208	4988692	201	88557	17576	134611450	1125033356	88862	2493524	2495168
1789692071	69238	4992448	201	87361	16664	134660505	1125476817	88860	2497280	2495168
1789692102	69269	4992448	201	88198	16969	134753057	1125924250	88840	2497280	2495168
1789692133	69300	4992448	201	88307	17137	134753057	1126420392	88851	2497280	2495168
1789692163	69330	4994960	201	88948	17865	134849672	1126783478	88835	2497280	2497680
1789692194	69361	4993660	201	89576	17554	134893254	1127345400	88808	2498492	2495168
1789692224	69391	4992448	201	90202	17748	134942031	1127857470	88812	2497280	2495168
1789692255	69422	4998480	201	90216	18151	135033299	1128328214	88800	2503312	2495168
1789692286	69453	4993272	201	90204	18118	135081839	1128923809	88778	2497280	2495992
1789692317	69484	4996152	201	89442	17657	135153935	1129299060	88789	2500160	2495992
1789692347	69514	4994508	201	89093	18265	135204953	1129653585	88776	2497280	2497228
1789692378	69545	4993272	201	88939	17125	135277859	1130044122	88756	2497280	2495992
1789692409	69576	4994392	201	88247	16966	135327131	1130409898	88758	2498400	2495992
1789692439	69606	4993272	201	88365	17193	135399784	1130847927	88752	2497280	2495992
1789692470	69637	5004060	201	88932	17589	135478626	1131278575	88751	2508068	2495992
1789692500	69667	5001932	201	88918	16859	135527364	1131737517	88748	2505940	2495992
1789692531	69698	5009456	201	88948	16977	135602183	1132207830	88745	2513464	2495992
1789692561	69728	4999764	201	86322	16321	135652867	1132657116	88762	2501688	2498076
1789692591	69758	5001964	201	86846	16670	135701462	1132994329	88769	2501036	2500928
1789692622	69789	5005852	201	86391	17015	135774182	1133408915	88785	2507616	2498236
1789692653	69820	5001268	201	88255	16895	135798176	1133934319	88770	2503032	2498236
1789692683	69850	4999416	201	86756	16679	135846554	1134333834	88783	2501180	2498236
1789692713	69880	5003188	201	86053	16910	135913972	1134787889	88794	2501196	2501992
1789692744	69911	5003216	201	86848	16784	135938477	1135131680	88798	2501196	2502020
1789692774	69941	5003876	201	87662	18141	136010190	1135512448	88793	2501196	2502680
1789692805	69972	5003768	201	88662	18459	136079818	1135972081	88789	2501196	2502572
1789692836	70003	5006340	201	88935	18198	136128615	1136368762	88790	2503768	2502572
1789692867	70034	5012332	201	88349	17478	136196067	1136859968	88793	2501824	2510508
1789692897	70064	5011708	201	88985	16568	136220720	1137404325	88792	2501192	2510516
1789692928	70095	5011716	201	89588	17544	136314370	1137752468	88781	2501192	2510524
1789692959	70126	5013976	201	89664	17323	136365608	1138199414	88770	2503324	2510652
1789692989	70156	5019688	201	89774	17441	136440910	1138617089	88769	2508400	2511288
1789693020	70187	5015588	201	88863	16801	136516311	1139063118	88757	2504928	2510660
1789693050	70217	5018020	201	89168	17015	136564992	1139451389	88741	2507360	2510660
1789693081	70248	5012428	201	88581	16969	136664452	1139836895	88747	2501768	2510660
1789693111	70278	5022136	201	89345	16654	136712963	1140223183	88732	2511476	2510660
1789693142	70309	5011868	201	88172	17008	136740714	1140587017	88718	2501208	2510660
1789693173	70340	5012812	201	88119	16902	136815609	1140971511	88718	2502156	2510656
1789693203	70370	5017224	201	88064	16926	136890087	1141402437	88709	2506568	2510656
1789693233	70400	5014080	201	87057	16662	136914392	1141809249	88776	2502836	2511244
1789693264	70431	5011864	201	88097	17112	136965347	1142294104	88772	2501208	2510656
1789693294	70461	5022284	201	88052	17845	137035884	1142778879	88757	2511628	2510656
1789693325	70492	5013568	201	87626	17473	137107999	1143494791	88758	2502912	2510656
1789693355	70522	5013008	201	89004	19531	137156435	1143872111	88748	2502348	2510660
1789693386	70553	5011868	201	89778	19830	137231189	1144549971	88747	2501208	2510660
1789693416	70583	5011872	201	90010	19987	137304168	1145081793	88742	2501208	2510664
1789693447	70614	5011880	201	89834	19792	137351348	1145578628	88753	2501208	2510672
1789693477	70644	5013788	201	89776	20274	137423579	1145974436	88754	2501208	2512580
1789693508	70675	5011868	201	88312	17615	137472669	1146294629	88766	2501200	2510668
1789693538	70705	5015560	201	87538	17538	137517032	1146600068	88773	2504892	2510668
1789693569	70736	5011868	201	87312	17346	137590501	1147082477	88765	2501200	2510668
1789693599	70766	5011868	201	87096	16514	137634051	1147553571	88766	2501200	2510668
1789693630	70797	5014508	201	87666	15981	137682354	1147964477	88766	2503916	2510592
1789693660	70827	5004296	201	86886	16218	137730647	1148306421	88774	2493688	2510608
1789693691	70858	5004300	201	87144	16708	137828755	1148672528	88779	2493688	2510612
1789693721	70888	5004888	201	87379	16046	137876850	1149011426	88771	2494268	2510620
1789693752	70919	5005628	201	87042	16759	137926613	1149322980	88783	2494996	2510632
1789693782	70949	5010072	201	88295	16685	138000961	1149790077	88769	2499436	2510636
1789693812	70979	5007836	201	88661	16747	138050405	1150177810	88765	2497200	2510636
1789693843	71010	4996812	201	88191	16593	138099125	1150519115	88764	2493688	2503124
1789693873	71040	4997312	201	86526	16609	138125388	1150900352	88776	2494176	2503136
1789693904	71071	4996824	201	86579	16716	138198507	1151368455	88766	2493688	2503136
1789693934	71101	5026860	201	86296	15683	138270204	1151889077	88779	2523724	2503136
1789693965	71132	5026860	201	87131	17164	138319103	1152331472	88766	2523724	2503136
1789693996	71163	5026864	201	86522	16384	138392011	1152868097	88733	2523724	2503140
1789694026	71193	5026864	201	86045	15477	138415900	1153282094	88737	2523724	2503140
1789694057	71224	5026864	201	87202	15928	138487725	1153672560	88714	2523724	2503140
1789694088	71255	5026864	201	87965	16461	138511942	1153966096	88705	2523724	2503140
1789694118	71285	5026864	201	87177	16325	138557079	1154304677	88718	2523724	2503140
1789694149	71316	5027872	201	86908	17003	138628835	1154592991	88704	2524732	2503140
1789694179	71346	5026832	201	87012	17458	138677456	1155009378	88693	2523692	2503140
1789694210	71377	5027492	201	87581	16949	138744953	1155533428	88683	2524352	2503140
1789694241	71408	5027772	201	88645	17188	138793215	1155983603	88665	2524632	2503140
1789694271	71438	5029656	201	89433	17303	138864241	1156448701	88662	2526508	2503148
1789694302	71469	5058888	201	89484	16942	138911326	1156812827	88667	2524280	2534608
1789694332	71499	5029788	201	89003	17250	138959716	1157211580	88673	2525984	2503804
1789694363	71530	5026852	201	88009	18151	139034864	1157497248	88680	2523704	2503148
1789694393	71560	5063784	201	89292	16998	139083491	1157862110	88671	2530704	2533080
1789694424	71591	5057196	201	87333	17160	139156568	1158218829	88685	2524116	2533080
1789694454	71621	5061404	201	87663	17204	139207084	1158663262	88683	2528324	2533080
1789694485	71652	5059696	201	88656	17200	139255698	1159032580	88684	2524052	2535644
1789694515	71682	5061856	201	89513	17157	139328221	1159684254	88671	2528176	2533680
1789694546	71713	5056624	201	89604	17623	139376423	1160083919	88682	2523544	2533080
1789694576	71743	5056624	201	88054	16290	139425199	1160414791	88699	2523544	2533080
1789694607	71774	5058364	201	88556	16702	139475427	1160760262	88701	2525284	2533080
1789694637	71804	5057860	201	88309	16794	139524067	1161282945	88694	2523544	2534316
1789694667	71834	5058600	201	87048	15887	139592199	1161638256	88701	2525520	2533080
1789694698	71865	5058728	201	87711	16703	139616552	1161979006	88701	2523544	2535184
1789694728	71895	5059352	201	89453	16456	139665197	1162509740	88678	2526272	2533080
1789694759	71926	5057216	201	89540	16729	139754013	1162971871	88732	2523544	2533672
1789694789	71956	5066528	201	88977	16755	139802537	1163443296	88738	2530156	2536372
1789694820	71987	5057620	201	89669	17289	139876724	1163911220	88725	2524540	2533080
1789694850	72017	5056624	201	89226	18115	139925966	1164367420	88724	2523544	2533080
1789694881	72048	5061364	201	89780	17756	139974547	1164862247	88715	2527636	2533728
1789694911	72078	5056644	201	88467	17559	140042428	1165296379	88712	2523560	2533084
1789694942	72109	5057184	201	88001	17727	140066431	1165569039	88706	2524100	2533084
1789694972	72139	5057804	201	89581	19563	140138969	1165984568	88682	2524116	2533688
1789695003	72170	5059412	201	89383	18887	140187139	1166319015	88679	2526328	2533084
1789695034	72201	5058696	201	89194	18381	140260085	1166731618	88667	2525612	2533084
1789695064	72231	5061380	201	89190	17918	140334208	1167107917	88647	2528296	2533084
1789695095	72262	5058696	201	88211	17967	140382901	1167506429	88653	2525612	2533084
1789695126	72293	5065816	201	88890	16942	140457836	1168057861	88642	2532716	2533100
1789695156	72323	5068212	201	89212	16569	140482689	1168486622	88640	2535108	2533104
1789695187	72354	5060480	201	87790	16593	140579782	1169014902	88711	2525612	2534868
1789695217	72384	5059084	201	88264	16208	140629415	1169452506	88710	2525612	2533472
1789695248	72415	5067352	201	88206	16505	140677486	1169888271	88717	2533880	2533472
1789695278	72445	5059084	201	87890	17336	140753270	1170366978	88724	2525612	2533472
1789695309	72476	5059628	201	88805	17542	140804068	1170930737	88714	2526156	2533472
1789695339	72506	5066208	201	89538	17912	140877537	1171379621	88711	2530268	2535940
1789695370	72537	5060688	201	89156	17538	140925908	1171839412	88713	2527216	2533472
1789695400	72567	5059068	201	87667	18096	140974347	1172299743	88724	2525596	2533472
1789695430	72597	5059700	201	88660	17901	141062216	1172861002	88716	2526228	2533472
1789695461	72628	5061180	201	88110	18029	141086081	1173255817	88723	2527708	2533472
1789695491	72658	5062036	201	88965	18028	141158931	1173653820	88723	2528564	2533472
1789695522	72689	5059068	201	88361	18577	141210762	1174037855	88733	2525596	2533472
1789695552	72719	5059068	201	87990	17077	141259463	1174486011	88734	2525596	2533472
1789695582	72749	5059772	201	87662	17741	141305588	1174812497	88734	2526300	2533472
1789695613	72780	5059068	201	87009	17695	141375379	1175197134	88739	2525596	2533472
1789695643	72810	5062964	201	87939	17907	141423668	1175598830	88735	2529492	2533472
1789695674	72841	5074924	201	87349	16897	141489676	1175919156	88736	2541452	2533472
1789695705	72872	5075720	201	87226	16921	141537558	1176182113	88731	2542248	2533472
1789695735	72902	5074556	201	87606	16385	141604614	1176543624	88728	2541084	2533472
1789695766	72933	5072724	201	87285	16961	141654863	1176899607	88725	2539252	2533472
1789695796	72963	5074892	201	87384	17951	141727934	1177247480	88714	2541420	2533472
1789695827	72994	5075148	201	87720	18034	141778938	1177877091	88710	2541676	2533472
1789695858	73025	5072676	201	87667	17561	141852088	1178324395	88695	2539204	2533472
1789695889	73056	5077412	201	85991	16903	141928811	1178693257	88686	2543940	2533472
1789695919	73086	5070004	201	86302	16221	141953512	1179083068	88669	2536532	2533472
1789695950	73117	5071236	201	85174	16554	142002511	1179407961	88686	2537764	2533472
1789695980	73147	5069952	201	85375	16206	142076436	1179958421	88674	2536480	2533472
1789696011	73178	5069956	201	85145	17267	142125154	1180272936	88676	2536484	2533472
1789696041	73208	5071528	201	84058	16614	142200341	1180825186	88673	2538056	2533472
1789696072	73239	5074608	201	86400	16334	142247256	1181382034	88650	2541136	2533472
1789696102	73269	5071276	201	86894	16908	142296164	1181752721	88661	2537804	2533472
1789696133	73300	5071100	201	86706	17918	142367769	1182164356	88664	2537628	2533472
1789696163	73330	5073396	201	87524	17684	142391864	1182693537	88660	2539324	2534072
1789696194	73361	5080452	201	88267	17615	142487928	1183157933	88421	2546980	2533472
1789696224	73391	5073220	201	88496	17579	142535728	1183603737	88655	2539100	2534120
1789696254	73421	5073628	201	88626	17354	142583938	1184027237	88657	2538888	2534740
1789696285	73452	5078956	201	89393	17728	142658253	1184440734	88652	2545484	2533472
1789696315	73482	5076176	201	89198	17191	142706721	1184881970	88706	2540884	2535292
1789696346	73513	5075808	201	89212	17248	142778334	1185282402	88707	2542336	2533472
1789696376	73543	5083540	201	89171	16998	142830053	1185682177	88708	2550068	2533472
1789696406	73573	5077792	201	89277	17314	142878714	1186081937	88713	2544316	2533476
1789696437	73604	5074836	201	89188	17344	142957183	1186454239	88718	2540772	2534064
1789696468	73635	5074916	201	88464	17334	143005558	1186894740	88719	2540192	2534724
1789696498	73665	5075916	201	88212	17194	143077986	1187506770	88717	2542436	2533480
1789696529	73696	5077428	201	88312	17757	143126993	1187932620	88722	2540192	2537236
1789696559	73726	5077964	201	88848	17098	143202452	1188451901	88704	2540728	2537236
