ts	elapsed	rss_kb	threads	fds	tcp_est	crawled_bytes	discovered_bytes	disk_free_mb	rss_kb_0	rss_kb_1
1789646392	23559	4439616	201	90525	20076	46189243	429934669	90363	2178784	2260832
1789646422	23589	4429848	201	91310	20480	46213510	430419988	90398	2179412	2250436
1789646453	23620	4434296	201	89288	19482	46304104	431020996	90401	2182676	2251620
1789646483	23650	4431364	201	89834	19198	46353777	431459472	90382	2180280	2251084
1789646513	23680	4435552	201	89445	18552	46447947	432089002	90367	2182560	2252992
1789646544	23711	4427744	201	88907	19106	46472882	432521968	90376	2177308	2250436
1789646574	23741	4427924	201	90833	19690	46571013	432961945	90353	2176844	2251080
1789646605	23772	4432760	201	91239	19674	46616130	433449777	90348	2178192	2254568
1789646635	23802	4430984	201	91166	20102	46686594	433905636	90360	2180548	2250436
1789646665	23832	4428540	201	89856	21135	46758801	434365800	90369	2178104	2250436
1789646696	23863	4429556	201	90603	21857	46844996	434876027	90358	2177836	2251720
1789646726	23893	4431180	201	91064	20039	46866012	435199992	90354	2176968	2254212
1789646757	23924	4444224	201	90987	20574	46937840	435569972	90356	2190720	2253504
1789646787	23954	4427788	201	90632	19685	47002950	435953814	90369	2177540	2250248
1789646818	23985	4447384	201	90696	19945	47026866	436291890	90365	2196524	2250860
1789646848	24015	4427528	201	89960	19873	47099589	436672426	90367	2178564	2248964
1789646879	24046	4428644	201	90005	19193	47138210	437045526	90370	2179680	2248964
1789646909	24076	4429700	201	88283	18304	47211755	437289398	90380	2180736	2248964
1789646940	24107	4432460	201	88562	18040	47257769	437697976	90383	2181616	2250844
1789646970	24137	4431060	201	89689	19049	47328963	438069372	90388	2180272	2250788
1789647001	24168	4435272	201	90324	17847	47378011	438536015	90382	2182556	2252716
1789647031	24198	4434840	201	88388	18749	47444243	439038152	90396	2180272	2254568
1789647062	24229	4434844	201	88088	18614	47492590	439389233	90394	2179692	2255152
1789647092	24259	4434260	201	89877	18736	47564018	440011661	90380	2179692	2254568
1789647123	24290	4434204	201	89164	17779	47637199	440469662	90385	2179636	2254568
1789647153	24320	4438036	201	88911	17475	47711257	440942205	90372	2180316	2257720
1789647183	24350	4438384	201	87928	17934	47759716	441343595	90378	2183240	2255144
1789647214	24381	4435804	201	88845	17381	47851588	442038170	90362	2180568	2255236
1789647244	24411	4454884	201	90171	18627	47876584	442583443	90356	2200888	2253996
1789647274	24441	4442060	201	88568	18382	47972468	443140529	90362	2185384	2256676
1789647305	24472	4442100	201	87906	19605	48012449	443464463	90349	2187528	2254572
1789647335	24502	4445184	201	89894	21539	48060726	443819355	90329	2189936	2255248
1789647365	24532	4449768	201	91089	21802	48130096	444349186	90317	2189948	2259820
1789647396	24563	4449788	201	91773	23330	48178642	444681444	90317	2189968	2259820
1789647427	24594	4451192	201	92771	22849	48266005	445106597	90297	2187916	2263276
1789647457	24624	4465056	201	92936	23126	48362814	445703009	90285	2205220	2259836
1789647487	24654	4454436	201	92802	23304	48406088	446113563	90290	2194600	2259836
1789647518	24685	4448416	201	90564	22910	48455225	446385268	90288	2187932	2260484
1789647548	24715	4449052	201	92081	23891	48550644	446864285	90284	2189216	2259836
1789647579	24746	4460308	201	92036	22345	48599126	447419624	90284	2189216	2271092
1789647609	24776	4454196	201	92335	21486	48670833	447753624	90282	2193756	2260440
1789647640	24807	4459520	201	90144	20348	48716037	448223314	90288	2190312	2269208
1789647670	24837	4449784	201	88849	18987	48811314	448705706	90293	2187896	2261888
1789647701	24868	4449716	201	89627	18826	48834999	449205716	90290	2187828	2261888
1789647731	24898	4444568	201	89062	18348	48884226	449586597	90295	2186612	2257956
1789647762	24929	4444568	201	89021	18325	48981439	449908365	90297	2186612	2257956
1789647792	24959	4447948	201	89019	18059	49030290	450289182	90286	2189992	2257956
1789647823	24990	4449668	201	88735	17424	49124975	450833297	90291	2189892	2259776
1789647853	25020	4475696	201	89278	17489	49173970	451291408	90303	2215920	2259776
1789647883	25050	4456520	201	89480	17551	49247280	451846884	90298	2196744	2259776
1789647914	25081	4458112	201	89298	17732	49288322	452250093	90300	2198300	2259812
1789647944	25111	4448548	201	88521	19202	49336935	452777209	90304	2188720	2259828
1789647975	25142	4446440	201	89201	19852	49399371	453148031	90304	2186612	2259828
1789648005	25172	4438936	201	90123	20715	49448158	453554156	90305	2179100	2259836
1789648035	25202	4438936	201	90321	20964	49533633	453989943	90317	2179100	2259836
1789648066	25233	4450716	201	92146	22002	49582517	454374998	90302	2185864	2264852
1789648096	25263	4448976	201	92566	22517	49673556	454859697	90286	2187332	2261644
1789648127	25294	4445884	201	92448	22039	49722112	455337737	90287	2185388	2260496
1789648157	25324	4443188	201	92482	21708	49818428	455806148	90277	2181576	2261612
1789648188	25355	4445520	201	91719	22155	49867465	456191110	90267	2185680	2259840
1789648218	25385	4463308	201	90354	21006	49938421	456747904	90261	2183868	2279440
1789648248	25415	4456092	201	91148	21138	49986210	457113160	90259	2180076	2276016
1789648279	25446	4457876	201	89638	20404	50081017	457659653	90249	2186748	2271128
1789648310	25477	4459700	201	88995	19285	50128655	458268863	90228	2189580	2270120
1789648340	25507	4449788	201	90441	19558	50177778	458719883	90225	2179668	2270120
1789648370	25537	4479592	201	90996	19080	50268415	459254247	90267	2190932	2288660
1789648401	25568	4461604	201	90952	19805	50317220	459718248	90263	2190532	2271072
1789648431	25598	4460364	201	90724	18542	50390793	460284802	90276	2190880	2269484
1789648462	25629	4468304	201	90722	19304	50464461	460788780	90274	2198820	2269484
1789648492	25659	4468024	201	90249	18503	50532823	461192269	90270	2197324	2270700
1789648523	25690	4450348	201	90921	19222	50580975	461605201	90274	2180208	2270140
1789648553	25720	4451012	201	89545	18168	50642422	462156037	90271	2179808	2271204
1789648584	25751	4452064	201	90340	19372	50687291	462564789	90272	2178672	2273392
1789648614	25781	4447760	201	91034	19261	50757721	463008708	90277	2179280	2268480
1789648645	25812	4463392	201	91140	19166	50850385	463435013	90272	2191696	2271696
1789648675	25842	4446144	201	90387	21161	50874719	463729094	90285	2178672	2267472
1789648706	25873	4458900	201	91051	20681	50940900	464203042	90274	2189584	2269316
1789648736	25903	4447240	201	90357	20917	51014049	464584050	90284	2178672	2268568
1789648767	25934	4460056	201	90664	20910	51081386	465036439	90288	2180724	2279332
1789648797	25964	4448752	201	91475	20531	51129077	465398798	90290	2180724	2268028
1789648828	25995	4457640	201	91966	20112	51177369	465812640	90280	2180704	2276936
1789648858	26025	4454308	201	91305	19930	51248061	466353185	90290	2186836	2267472
1789648889	26056	4456368	201	90235	18963	51342040	466777036	90286	2181772	2274596
1789648919	26086	4453388	201	90203	18231	51389458	467326984	90287	2185916	2267472
1789648949	26116	4448788	201	89366	17644	51438489	467849215	90282	2181316	2267472
1789648980	26147	4449280	201	89994	18897	51507644	468224726	90294	2180144	2269136
1789649010	26177	4447164	201	90729	19356	51555874	468693505	90271	2179136	2268028
1789649041	26208	4449452	201	89675	17796	51630326	469207217	90261	2179136	2270316
1789649072	26239	4449800	201	89063	18082	51674272	469657578	90278	2181376	2268424
1789649102	26269	4448184	201	87546	18729	51767190	469987312	90263	2179616	2268568
1789649133	26300	4448152	201	88985	18954	51789157	470582320	90239	2179076	2269076
1789649163	26330	4448732	201	87128	19178	51862061	471082729	90247	2180216	2268516
1789649193	26360	4446564	201	90070	19261	51906348	471460833	90229	2179092	2267472
1789649224	26391	4446576	201	89855	19479	51971386	471995837	90211	2179104	2267472
1789649254	26421	4456916	201	90253	20048	52040177	472379223	90197	2188144	2268772
1789649285	26452	4452232	201	89816	19045	52086649	472770401	90208	2184760	2267472
1789649315	26482	4447208	201	90857	20806	52157807	473109189	90199	2179116	2268092
1789649346	26513	4447260	201	90989	20998	52228524	473507653	90200	2179116	2268144
1789649376	26543	4446588	201	91836	20806	52277710	473909484	90199	2179116	2267472
1789649407	26574	4447152	201	91351	20422	52345191	474368995	90198	2179680	2267472
1789649437	26604	4447128	201	90226	18759	52394365	474905914	90200	2179656	2267472
1789649468	26635	4447452	201	89032	19248	52487812	475276341	90209	2179980	2267472
1789649498	26665	4448472	201	89734	18658	52512417	475847054	90201	2181000	2267472
1789649529	26696	4450424	201	89816	19500	52582235	476355201	90207	2182952	2267472
1789649559	26726	4449676	201	90256	18887	52626137	476917292	90199	2182204	2267472
1789649590	26757	4450260	201	90934	19457	52674678	477356936	90201	2182244	2268016
1789649620	26787	4449052	201	90064	19403	52767953	477766414	90207	2181580	2267472
1789649650	26817	4450332	201	90796	19425	52841276	478322791	90208	2182860	2267472
1789649681	26848	4448968	201	90428	18674	52913679	478938421	90201	2182128	2266840
1789649711	26878	4456764	201	89955	17603	52962954	479589886	90197	2191172	2265592
1789649742	26909	4450676	201	88949	18331	53030286	480108247	90211	2182160	2268516
1789649772	26939	4447740	201	89219	18194	53076361	480561662	90218	2181580	2266160
1789649803	26970	4447752	201	90206	19557	53125097	481099583	90215	2181580	2266172
1789649833	27000	4462508	201	90863	19850	53191002	481710706	90210	2191012	2271496
1789649864	27031	4448928	201	91165	20787	53240061	482222858	90208	2183336	2265592
1789649894	27061	4447176	201	91045	20171	53329609	482672148	90189	2181580	2265596
1789649925	27092	4450764	201	89940	19691	53378396	483081843	90196	2182952	2267812
1789649955	27122	4448660	201	90699	21738	53448702	483373238	90186	2181012	2267648
1789649985	27152	4448660	201	90591	19628	53494612	483787338	90183	2181012	2267648
1789650016	27183	4463128	201	90965	19794	53543325	484085915	90177	2195480	2267648
1789650046	27213	4452572	201	91036	18826	53615101	484536086	90150	2182128	2270444
1789650077	27244	4465684	201	89169	17673	53688834	485062428	90144	2185212	2280472
1789650107	27274	4448664	201	89701	18878	53756352	485498454	90146	2181016	2267648
1789650138	27305	4453832	201	90910	19267	53805183	486074774	90130	2181016	2272816
1789650168	27335	4450544	201	90385	19566	53874157	486623328	90128	2181016	2269528
1789650199	27366	4450544	201	91479	19174	53943502	487113417	90116	2181016	2269528
1789650229	27396	4450544	201	91675	19356	54018748	487786016	90177	2181016	2269528
1789650260	27427	4465080	201	91099	20015	54063160	488112433	90253	2195552	2269528
1789650290	27457	4463700	201	91397	19884	54137342	488598367	90253	2194172	2269528
1789650321	27488	4460960	201	91287	19358	54184713	489254111	90242	2190284	2270676
1789650351	27518	4451144	201	91361	18450	54234196	489905215	90243	2181616	2269528
1789650382	27549	4453052	201	87017	16813	54325921	490291475	90268	2183520	2269532
1789650412	27579	4449084	201	88733	18038	54350288	490688314	90256	2181604	2267480
1789650442	27609	4448944	201	88245	16594	54419402	491174013	90265	2181524	2267420
1789650473	27640	4449592	201	88498	18029	54462646	491539858	90268	2181628	2267964
1789650503	27670	4454812	201	89907	17727	54535219	492074460	90247	2182280	2272532
1789650534	27701	4464876	201	89691	18117	54599516	492567277	90246	2197428	2267448
1789650564	27731	4449060	201	89205	17672	54672474	492983031	90247	2181612	2267448
1789650595	27762	4464236	201	89093	17860	54742717	493421697	90260	2185960	2278276
1789650625	27792	4448496	201	88714	18741	54791715	493817550	90276	2181032	2267464
1789650656	27823	4448496	201	90322	20440	54840938	494171537	90270	2181032	2267464
1789650686	27853	4452768	201	90441	19688	54909087	494843941	90264	2185304	2267464
1789650716	27883	4455464	201	90979	19248	54957974	495267667	90261	2188000	2267464
1789650747	27914	4453500	201	89756	20201	55021082	495639823	90266	2184788	2268712
1789650777	27944	4458548	201	90436	18889	55094592	496061805	90254	2191084	2267464
1789650808	27975	4452252	201	89501	18816	55164387	496493883	90247	2184788	2267464
1789650838	28005	4452252	201	90749	19352	55188613	496983202	90235	2184788	2267464
1789650869	28036	4458848	201	88452	17631	55280670	497565107	90250	2184788	2274060
1789650899	28066	4460052	201	89453	18440	55325685	498037520	90232	2190712	2269340
1789650930	28097	4456508	201	89019	17672	55396940	498566647	90207	2187156	2269352
1789650960	28127	4473404	201	89594	17923	55441795	498937975	90203	2204052	2269352
1789650991	28158	4455432	201	89186	17176	55490696	499781091	90187	2186080	2269352
1789651021	28188	4452220	201	87977	18754	55563841	500180318	90189	2182868	2269352
1789651052	28219	4452800	201	88892	18029	55631754	500696393	90195	2182868	2269932
1789651082	28249	4454248	201	89034	19266	55679355	501086958	90170	2184896	2269352
1789651113	28280	4454172	201	89480	19772	55720697	501625666	90165	2184188	2269984
1789651143	28310	4454304	201	89316	19121	55793496	502094495	90162	2184952	2269352
1789651174	28341	4453308	201	89093	19437	55859834	502463726	90161	2182868	2270440
1789651204	28371	4456500	201	89657	19156	55909198	502840063	90157	2187148	2269352
1789651235	28402	4452236	201	88792	19079	55979787	503250414	90173	2182884	2269352
1789651265	28432	4457100	201	88567	18546	56027643	503693049	90178	2184008	2273092
1789651295	28462	4453540	201	90192	18898	56076580	504269077	90164	2182916	2270624
1789651326	28493	4452816	201	88933	17524	56141748	504869806	90166	2183464	2269352
1789651356	28523	4452268	201	89213	16924	56190784	505232812	90162	2182916	2269352
1789651387	28554	4453532	201	87928	17154	56283018	505598419	90172	2182916	2270616
1789651417	28584	4452268	201	88529	16791	56307190	505961268	90178	2182916	2269352
1789651447	28614	4452268	201	89998	17945	56355986	506369219	90167	2182916	2269352
1789651478	28645	4452828	201	89983	18148	56422837	506785923	90166	2182916	2269912
1789651508	28675	4452268	201	89101	17949	56471646	507075188	90187	2182916	2269352
1789651539	28706	4456140	201	89065	17521	56558504	507664063	90178	2184908	2271232
1789651569	28736	4457140	201	89055	17655	56582840	508148782	90177	2184844	2272296
1789651599	28766	4467896	201	89589	17334	56679362	508810887	90177	2196116	2271780
1789651630	28797	4455344	201	89268	17477	56722998	509440448	90186	2182920	2272424
1789651660	28827	4454748	201	89751	17845	56771707	509932449	90171	2183508	2271240
1789651691	28858	4454160	201	88712	17229	56815970	510692471	90179	2182920	2271240
1789651721	28888	4456828	201	90049	18874	56863051	511010556	90179	2185588	2271240
1789651752	28919	4455184	201	90770	19180	56930405	511515234	90157	2183376	2271808
1789651782	28949	4454700	201	90437	19230	56973905	511935324	90142	2182920	2271780
1789651812	28979	4455268	201	90266	19814	57047090	512332727	90142	2183472	2271796
1789651843	29010	4460188	201	88750	18563	57120294	512690726	90133	2188236	2271952
1789651873	29040	4461324	201	89616	19570	57145161	512972988	90115	2183952	2277372
1789651904	29071	4462800	201	89497	18301	57266088	513625624	90131	2182920	2279880
1789651934	29101	4454624	201	90113	18709	57290316	514197619	90103	2183380	2271244
1789651965	29132	4460240	201	89981	18051	57362935	514827522	90080	2187700	2272540
1789651995	29162	4456212	201	89436	18155	57407961	515417992	90082	2184968	2271244
1789652026	29193	4456036	201	88931	18396	57481564	515876691	90075	2183504	2272532
1789652056	29223	4456048	201	89813	19693	57577548	516319960	90140	2183504	2272544
1789652086	29253	4460548	201	89752	19495	57625991	516759864	90145	2185260	2275288
1789652117	29284	4464736	201	91151	18729	57695140	517232017	90136	2186820	2277916
1789652147	29314	4476308	201	91124	20507	57743488	517677088	90144	2196428	2279880
1789652178	29345	4477276	201	90614	19837	57812717	518265042	90152	2193460	2283816
1789652208	29375	4471288	201	90787	19497	57859014	518814719	90151	2187472	2283816
1789652239	29406	4475284	201	90506	18277	57931288	519324102	90147	2190332	2284952
1789652269	29436	4485912	201	89629	17759	58000672	519677382	90165	2201512	2284400
1789652300	29467	4470024	201	88745	17013	58049757	520423382	90158	2185000	2285024
1789652330	29497	4474348	201	89621	17120	58120600	520903874	90146	2188736	2285612
1789652360	29527	4470744	201	89395	17991	58169304	521293620	90164	2186920	2283824
1789652391	29558	4518636	201	88816	18186	58236021	521763661	90169	2229392	2289244
1789652421	29588	4496468	201	90171	19511	58257685	522182961	90155	2212644	2283824
1789652452	29619	4484952	201	89766	18297	58350882	522615131	90151	2201128	2283824
1789652482	29649	4500448	201	90347	18941	58423740	522943957	90153	2216624	2283824
1789652512	29679	4505588	201	89790	18274	58497782	523423578	90153	2221764	2283824
1789652543	29710	4491412	201	88995	18521	58546842	523828879	90171	2207588	2283824
1789652574	29741	4498728	201	90266	18678	58593111	524354851	90168	2214368	2284360
1789652604	29771	4484952	201	88986	19702	58641965	524803038	90164	2201128	2283824
1789652634	29801	4486056	201	91072	20707	58709662	525232671	90140	2201568	2284488
1789652665	29832	4488712	201	90928	20721	58776101	525641642	90148	2204888	2283824
1789652696	29863	4486060	201	89664	20260	58849487	526121960	90136	2201668	2284392
1789652726	29893	4488048	201	89456	19158	58923100	526638239	90121	2204224	2283824
1789652757	29924	4485492	201	90406	19259	58968352	527073083	90116	2201668	2283824
1789652787	29954	4486164	201	90184	19274	58993140	527600714	90100	2201668	2284496
1789652817	29984	4485496	201	89514	18646	59062377	528003966	90097	2201668	2283828
1789652848	30015	4485496	201	90443	18164	59128887	528386177	90096	2201668	2283828
1789652878	30045	4487520	201	86885	16645	59199584	528823529	90092	2203692	2283828
1789652909	30076	4494960	201	88894	17006	59248102	529270061	90071	2211132	2283828
1789652939	30106	4495612	201	89335	17473	59293463	529795481	90073	2211136	2284476
1789652970	30137	4494384	201	89643	17339	59338264	530395665	90071	2210556	2283828
1789653000	30167	4495052	201	88406	16835	59405357	530946905	90075	2210556	2284496
1789653031	30198	4496788	201	89099	16697	59453835	531353576	90070	2212960	2283828
1789653061	30228	4495776	201	87921	16522	59519837	531736086	90075	2214000	2281776
1789653091	30258	4512944	201	89126	17091	59616811	532165592	90067	2229384	2283560
1789653122	30289	4507016	201	88566	16827	59641600	532535443	90072	2216008	2291008
1789653152	30319	4506756	201	87743	16933	59714155	533052454	90090	2213696	2293060
1789653182	30349	4503116	201	87863	18931	59765791	533386761	90096	2211064	2292052
1789653213	30380	4504336	201	88650	18669	59835064	533973463	90088	2211724	2292612
1789653243	30410	4519596	201	90168	18842	59901147	534513526	90075	2224960	2294636
1789653274	30441	4504044	201	89799	19046	59949995	535024226	90085	2212020	2292024
1789653304	30471	4502176	201	89000	19156	60025194	535426926	90094	2210152	2292024
1789653335	30502	4503408	201	89627	18369	60074235	536001625	90093	2210152	2293256
1789653365	30532	4502180	201	89729	18092	60122257	536527585	90082	2210152	2292028
1789653396	30563	4502184	201	89822	17933	60194108	536967023	90089	2210152	2292032
1789653426	30593	4506164	201	89964	17853	60258447	537444781	90090	2212468	2293696
1789653457	30624	4507176	201	90175	17836	60328137	537837922	90088	2215144	2292032
1789653487	30654	4500304	201	90022	17866	60398382	538382580	90085	2210152	2290152
1789653517	30684	4501524	201	88575	18021	60447417	538799995	90081	2211700	2289824
1789653548	30715	4499932	201	86894	18318	60496136	539314002	90078	2210776	2289156
1789653578	30745	4505672	201	88171	19372	60540821	539681525	90067	2216516	2289156
1789653609	30776	4506140	201	90818	19466	60604118	540458459	90044	2215676	2290464
1789653639	30806	4507396	201	90458	18809	60672232	540979087	90032	2218240	2289156
1789653670	30837	4499888	201	91024	18862	60743240	541437473	90016	2210732	2289156
1789653700	30867	4515404	201	90120	18056	60813970	541814076	90018	2226248	2289156
1789653731	30898	4511484	201	90448	18395	60885387	542257404	90011	2214376	2297108
1789653761	30928	4509212	201	89949	17799	60959101	542691645	89990	2218268	2290944
1789653792	30959	4503072	201	89670	18297	61007968	543247275	90061	2211416	2291656
1789653822	30989	4500032	201	88942	18349	61059013	543659943	90055	2210848	2289184
1789653853	31020	4503864	201	89630	18707	61106474	544181385	90051	2214680	2289184
1789653883	31050	4498756	201	90092	19234	61172465	544663701	90047	2209572	2289184
1789653913	31080	4500424	201	89545	19813	61245219	545103928	90049	2211236	2289188
1789653944	31111	4504676	201	89242	20214	61293729	545452340	90058	2215488	2289188
1789653975	31142	4508648	201	89100	19594	61363953	546012224	90058	2218232	2290416
1789654005	31172	4499908	201	90493	18949	61412657	546706569	90049	2210720	2289188
1789654036	31203	4505180	201	90841	18920	61483430	547209000	90052	2215992	2289188
1789654066	31233	4509260	201	90938	19320	61529420	547717672	90058	2220072	2289188
1789654096	31263	4500164	201	89914	19751	61600960	548175567	90066	2210976	2289188
1789654127	31294	4498760	201	91167	19286	61669051	548676354	90061	2209572	2289188
1789654157	31324	4500304	201	89991	20059	61738131	549096492	90073	2211116	2289188
1789654188	31355	4502744	201	89719	19746	61787199	549554430	90068	2210488	2292256
1789654218	31385	4499416	201	87989	19693	61830091	550179358	90077	2209572	2289844
1789654249	31416	4501472	201	88759	17989	61903810	550735807	90075	2212284	2289188
1789654279	31446	4500812	201	88051	18328	61950895	551175564	90077	2211624	2289188
1789654310	31477	4521180	201	89239	16658	62016130	551878039	90066	2231336	2289844
1789654340	31507	4517324	201	89103	17904	62082048	552256879	90070	2220668	2296656
1789654371	31538	4509056	201	89364	16924	62151270	552734037	90057	2218672	2290384
1789654401	31568	4547656	201	90020	17930	62249220	553103264	90052	2247648	2300008
1789654432	31599	4526960	201	89138	16866	62300800	553663618	90045	2221396	2305564
1789654463	31630	4533272	201	88224	17583	62349708	554069669	90056	2228416	2304856
1789654493	31660	4524372	201	88476	18750	62395312	554507517	90042	2220524	2303848
1789654524	31691	4527716	201	90121	17931	62443524	554887062	90016	2223868	2303848
1789654554	31721	4533920	201	89974	18563	62540969	555322602	90015	2229476	2304444
1789654585	31752	4524356	201	88282	17323	62585489	555723863	90012	2219944	2304412
1789654615	31782	4523792	201	87077	17231	62655498	556112332	90072	2219944	2303848
1789654645	31812	4527548	201	89525	17306	62724673	556689986	90063	2223700	2303848
1789654676	31843	4527548	201	89980	19587	62773778	557138084	90051	2223700	2303848
1789654706	31873	4527756	201	89344	19772	62817786	557658319	90045	2223700	2304056
1789654736	31903	4527220	201	90870	19003	62862470	558009961	90044	2224380	2302840
1789654767	31934	4535772	201	89391	17631	62956552	558610268	90049	2232932	2302840
1789654797	31964	4545808	201	88210	18154	63003932	558897418	90058	2244160	2301648
1789654828	31995	4548240	201	89197	17985	63073962	559352198	90053	2242836	2305404
1789654858	32025	4547684	201	89442	17753	63098105	559834858	90051	2242280	2305404
1789654889	32056	4547684	201	89789	17574	63144336	560463218	90046	2242280	2305404
1789654919	32086	4552460	201	89740	16936	63212591	560962806	90049	2245812	2306648
1789654950	32117	4554008	201	88727	17450	63278166	561339105	90052	2248604	2305404
1789654980	32147	4556200	201	88816	16944	63372967	561701031	90054	2251904	2304296
1789655010	32177	4560276	201	89688	17212	63419962	562153297	90045	2255980	2304296
1789655041	32208	4545568	201	89909	17992	63493265	562542568	90053	2241272	2304296
1789655072	32239	4554680	201	86446	16528	63566098	563084095	90079	2250384	2304296
1789655102	32269	4560588	201	87288	17819	63589989	563380890	90072	2241272	2319316
1789655133	32300	4560588	201	87570	17334	63662145	563867596	90062	2241272	2319316
1789655163	32330	4575884	201	88826	17276	63731575	564319939	90065	2254796	2321088
1789655193	32360	4562468	201	89667	17592	63780439	564788978	90060	2243152	2319316
1789655224	32391	4567004	201	89010	18735	63851474	565228629	90068	2247688	2319316
1789655254	32421	4562468	201	89443	19688	63900257	565791985	90058	2243152	2319316
1789655285	32452	4565816	201	88325	18532	63947014	566591035	90045	2246500	2319316
1789655315	32482	4562468	201	88207	18744	63990566	567140918	90041	2243152	2319316
1789655345	32512	4579524	201	89920	18886	64080373	567649469	90016	2259612	2319912
1789655376	32543	4566488	201	89689	18948	64128354	568133687	90022	2247164	2319324
1789655406	32573	4562476	201	88769	17710	64199142	568585124	90009	2243152	2319324
1789655437	32604	4563748	201	89414	17656	64269281	568964404	89995	2243732	2320016
1789655467	32634	4564288	201	88167	17653	64293328	569357136	90002	2244960	2319328
1789655497	32664	4563060	201	90285	17743	64341274	570009757	90051	2243732	2319328
1789655528	32695	4562480	201	89102	18491	64407225	570453279	90041	2243152	2319328
1789655558	32725	4563736	201	90315	18695	64475834	570905803	90015	2241688	2322048
1789655588	32755	4569276	201	90089	18629	64543620	571327357	90014	2249292	2319984
1789655619	32786	4566528	201	90425	18571	64616704	571800178	90017	2243564	2322964
1789655650	32817	4583152	201	90347	17986	64688964	572223843	90014	2263824	2319328
1789655680	32847	4562312	201	90414	18284	64737727	572608331	90016	2242984	2319328
1789655710	32877	4563616	201	90640	18941	64814452	573024161	90017	2244292	2319324
1789655741	32908	4562304	201	90199	18666	64886964	573469902	90015	2242980	2319324
1789655772	32939	4554792	201	89478	17789	64937691	573924300	90028	2235468	2319324
1789655802	32969	4554792	201	87376	16552	64985263	574197927	90038	2235468	2319324
1789655832	32999	4559764	201	88267	16345	65058020	574596854	90034	2240440	2319324
1789655863	33030	4556056	201	88233	17237	65098482	575027476	90042	2235468	2320588
1789655893	33060	4557688	201	87182	17279	65147314	575639441	90042	2237068	2320620
1789655924	33091	4555972	201	90055	17841	65210268	576318374	90025	2235468	2320504
1789655954	33121	4547280	201	90591	18343	65257057	576885649	90023	2235468	2311812
1789655985	33152	4547964	201	89833	17989	65353312	577358746	90029	2235840	2312124
1789656016	33183	4548512	201	89635	18196	65373853	577792276	90029	2237052	2311460
1789656046	33213	4546612	201	90506	18382	65470668	578286853	90022	2235152	2311460
1789656077	33244	4548436	201	89502	18352	65518108	578578547	90047	2236976	2311460
1789656107	33274	4548912	201	89447	17648	65566592	578949088	90046	2236288	2312624
1789656138	33305	4546632	201	87947	17418	65652353	579453363	90036	2235156	2311476
1789656168	33335	4546632	201	88358	17299	65676938	579834760	90038	2235156	2311476
1789656199	33366	4550044	201	88428	17298	65725932	580209647	90023	2235156	2314888
1789656230	33397	4551512	201	89396	16205	65783709	580792439	90002	2237384	2314128
1789656261	33428	4566732	201	89479	16782	65856338	581229601	90012	2253252	2313480
1789656291	33458	4551152	201	88962	16515	65925990	581675621	89998	2236984	2314168
1789656322	33489	4554916	201	88774	17504	65974857	582019068	89983	2241764	2313152
1789656353	33520	4550248	201	88929	16782	66050228	582592494	89976	2237768	2312480
1789656384	33551	4549184	201	88494	17253	66119153	583058095	89971	2236704	2312480
1789656414	33581	4553908	201	88050	17095	66190592	583595774	89957	2241412	2312496
1789656445	33612	4550672	201	88925	16382	66239199	584141545	89959	2238160	2312512
1789656475	33642	4549216	201	88925	17965	66287970	584571085	89965	2236704	2312512
1789656506	33673	4547336	201	88679	18491	66351556	585188448	89948	2234824	2312512
1789656536	33703	4549188	201	90535	18935	66400059	585703570	89937	2236676	2312512
1789656567	33734	4547944	201	90564	18527	66464657	586235806	89941	2234836	2313108
1789656597	33764	4547264	201	90290	18068	66487271	586583321	89944	2234772	2312492
1789656628	33795	4549184	201	89459	19295	66560324	586946193	89950	2236692	2312492
1789656658	33825	4547924	201	90433	18862	66632467	587410677	89947	2235432	2312492
1789656689	33856	4558756	201	90105	18862	66705327	587844587	89960	2246260	2312496
1789656719	33886	4547268	201	88109	17492	66770114	588310977	89952	2234772	2312496
1789656750	33917	4564692	201	88840	19366	66819000	588655318	89957	2235804	2328888
1789656780	33947	4547268	201	88085	18330	66903727	589097316	89962	2234772	2312496
1789656810	33977	4547268	201	87034	17692	66952099	589411703	89962	2234772	2312496
1789656841	34008	4548392	201	87582	17031	67023715	589898959	89962	2235896	2312496
1789656871	34038	4563220	201	88808	17074	67047361	590399181	89957	2250724	2312496
1789656902	34069	4547848	201	88486	17742	67120555	590871890	89961	2235352	2312496
1789656932	34099	4570132	201	89241	18253	67191269	591275684	89953	2257636	2312496
1789656963	34130	4549324	201	87598	17990	67215741	591736503	89960	2236828	2312496
1789656993	34160	4555320	201	89034	17283	67312480	592260676	89948	2242824	2312496
1789657024	34191	4549324	201	88887	17795	67357446	592663820	89955	2236828	2312496
1789657054	34221	4549324	201	88171	17456	67451594	593229550	89963	2236828	2312496
1789657084	34251	4547444	201	89364	18695	67472266	593741529	89947	2234948	2312496
1789657115	34282	4547460	201	87973	18471	67521451	594275469	89968	2234948	2312512
1789657145	34312	4548728	201	89936	17962	67607033	594954613	89934	2235648	2313080
1789657176	34343	4547288	201	90078	18368	67655921	595537012	89975	2235632	2311656
1789657206	34373	4547420	201	89995	18111	67742662	596018061	89978	2236956	2310464
1789657237	34404	4545412	201	89525	19264	67767180	596371966	89965	2234948	2310464
