ts	elapsed	proc_cpu_pct	main_cpu_pct	lag_max_ms	lag_p50_ms	dl_active	dl_slots	dl_transferring	scraper_queued	scraper_active_kb	gc_max_ms	gc_total_ms	frontier	pqueues	robots_cached	robots_inflight	dns_cached	crawled	discovered	dupe_skipped	rss_mb	requests	responses	exceptions
1789638318	15484	95.8	95.6	5811	3100	2156	9158	509	0	77638	3028	7577	3000086	40000	50000	892	200000	439888	13237471	21959962	2177	1352722	1007242	680431
1789638346	15512	94.3	93.3	7622	5070	2960	7501	954	0	43504	3173	7270	3000234	39541	50000	1365	200000	440779	13255960	22010914	2149	1354998	1008603	681263
1789638383	15549	95.9	95.5	7451	4431	1712	9252	493	0	96176	3093	10854	3000338	40000	50000	799	200000	441963	13281928	22078199	2170	1357745	1011526	682299
1789638411	15576	92.5	91.2	8122	2315	3356	7221	524	0	17015	3646	8187	3000177	39473	49927	1751	200000	442813	13293450	22130564	2151	1361030	1013442	683846
1789638440	15606	97.8	97.5	9950	2204	1261	7536	433	0	22984	2974	7341	3000816	40000	50000	416	200000	443985	13324503	22183094	2157	1362689	1015523	684460
1789638468	15634	94.1	93.6	8425	2893	1490	6168	491	0	30535	3182	7668	3000341	40000	50000	536	200000	444919	13341358	22243811	2160	1365288	1017245	685763
1789638496	15661	97.4	97.0	6121	2089	2544	8986	1260	0	45832	3259	7774	3000088	40000	50000	723	200000	445567	13354555	22280218	2151	1369124	1019876	687226
1789638525	15691	97.5	96.8	10537	2444	3815	7807	2130	0	30848	3059	7425	2999438	39280	50000	1474	200000	446807	13378891	22359066	2156	1371732	1021767	687670
1789638560	15726	96.4	95.9	5675	3260	2041	9447	117	0	33227	3265	11143	3000517	40000	50000	1419	200000	447873	13400257	22421016	2152	1373791	1024416	690053
1789638588	15754	98.2	98.0	10595	3723	1183	6446	466	0	30518	3166	7531	3000362	40000	50000	356	200000	448863	13423392	22477434	2167	1376599	1026635	690637
1789638618	15784	89.1	87.9	6911	4754	3560	9426	875	0	14788	3294	7829	3000005	39441	50000	1267	200000	449652	13435899	22529827	2153	1380600	1028678	691602
1789638646	15812	98.1	97.6	11999	2275	1114	5509	568	0	10523	3062	6995	3000909	40000	50000	231	200000	450678	13456377	22594236	2163	1381469	1030787	692247
1789638677	15843	95.9	95.7	10389	4356	883	7170	353	0	23764	3154	7645	3000335	40000	50000	47	200000	451722	13478404	22678550	2164	1383522	1032527	693322
1789638706	15872	96.0	94.7	10650	3746	999	5995	384	0	4612	3188	7752	3000127	40000	50000	160	200000	452569	13490423	22759022	2154	1385922	1034157	694807
1789638736	15902	93.0	90.0	6918	2069	2973	9431	1193	0	33425	3656	8628	2999516	39458	49986	888	200000	453035	13500162	22794920	2152	1390344	1036384	696922
1789638772	15938	95.4	94.2	7029	4947	2837	7358	491	0	28946	3393	11253	3000518	39562	50000	1460	200000	454050	13529791	22847452	2157	1392323	1038573	698459
1789638800	15965	95.9	94.9	9906	2077	2218	9000	542	0	44754	3373	8131	3001158	40000	50000	953	200000	454903	13556240	22888539	2165	1395204	1040327	699699
1789638826	15992	92.2	91.5	4743	2867	2249	7868	837	0	12436	3223	7826	2999594	40000	49999	801	200000	455433	13572479	22930911	2151	1398174	1041737	703061
1789638861	16027	93.3	93.0	6615	2831	3905	11047	1033	0	21733	3360	11255	2999152	39715	49741	1318	200000	456505	13586476	23000010	2151	1402228	1043732	704451
1789638886	16052	96.7	94.0	6315	2835	3198	8190	1190	0	2670	3305	8055	3000116	39613	49993	990	200000	457264	13599081	23043691	2151	1403638	1044945	706103
1789638920	16086	95.5	95.1	7409	2144	1331	9958	24	0	48061	3559	8541	3000131	40000	50000	907	200000	458254	13626730	23101940	2153	1406233	1048082	707832
1789638949	16115	94.3	93.8	6257	3115	1452	6902	114	0	66400	3063	7475	3000274	40000	50000	848	200000	459147	13646491	23143842	2170	1408798	1050153	708601
1789638982	16147	95.1	94.8	8462	2481	1972	8934	378	0	43710	3317	10699	3000099	40000	50000	812	200000	460199	13669317	23198823	2160	1411769	1052129	709926
1789639011	16177	93.6	92.4	7669	5111	2787	6971	846	0	42436	3332	7944	3000158	39417	50000	1393	200000	461137	13685776	23256651	2157	1414534	1053949	711228
1789639036	16202	92.0	91.4	5075	2426	2230	8788	638	0	49012	3105	7504	3000301	39885	50000	1116	200000	461603	13696789	23287601	2152	1417273	1056421	712427
1789639067	16233	97.6	97.2	5652	2637	1516	7523	177	0	55216	3131	7781	3000222	40000	50000	649	200000	462860	13720105	23362214	2154	1419695	1058681	713409
1789639102	16268	96.6	96.0	7232	3180	1922	9517	79	0	56895	3195	10948	3000445	40000	50000	906	200000	464009	13746561	23430890	2155	1422135	1060288	715096
1789639130	16296	95.3	92.9	7974	3054	2862	7467	1704	0	5488	3748	8366	3000135	39750	50000	903	200000	464754	13759397	23483071	2151	1426112	1062054	716551
1789639156	16322	97.0	96.5	6596	2636	3587	9577	2114	0	4414	3271	7521	2998830	39453	50000	979	200000	465713	13782372	23531054	2151	1428673	1064025	717504
1789639187	16353	96.8	96.6	7997	2054	2985	8239	1918	0	34256	3076	7561	2999294	40000	49958	878	200000	466753	13801718	23596929	2153	1431324	1066446	718406
1789639217	16382	95.6	95.6	12800	4720	3417	9198	121	0	817	3217	7499	2998051	39493	49891	1001	200000	467910	13824476	23674922	2159	1432482	1067695	719870
1789639246	16412	95.2	94.4	11792	2101	3383	7757	1159	0	893	3306	7976	2999228	39924	49911	821	200000	468777	13834477	23755737	2163	1435716	1069582	720800
1789639279	16445	96.7	95.3	7804	4790	3413	10134	2001	0	6948	3460	11335	2999286	39478	50000	1243	200000	469630	13851478	23825045	2151	1438515	1071368	722996
1789639313	16478	96.8	96.4	7492	2323	2643	7592	790	0	47761	3281	8010	3000467	40000	49817	1186	200000	470524	13880071	23879384	2153	1440841	1074019	724221
1789639341	16507	97.0	96.3	5617	2579	1601	9476	154	0	44452	3140	7624	3000603	40000	50000	1050	200000	471407	13899783	23950592	2162	1443399	1076253	726314
1789639366	16531	96.0	95.1	8407	3640	2080	7055	131	0	12901	3170	7382	3001047	40000	50000	1402	200000	472111	13922410	23982582	2161	1445746	1078355	726700
1789639402	16568	98.3	97.7	6534	1692	2159	9553	893	0	35206	3113	11068	3000148	40000	50000	819	200000	473096	13954088	24035108	2156	1450001	1080961	728932
1789639428	16594	95.2	94.8	7140	2886	3215	7327	547	0	26005	3369	8139	2999172	39920	49899	1271	200000	473884	13966469	24086640	2160	1452556	1082482	730751
1789639458	16623	94.6	94.0	6377	3184	3505	9723	1338	0	17256	3281	7756	3000188	39621	49951	1409	200000	474761	13981004	24151928	2155	1455679	1084514	732350
1789639487	16652	95.4	94.9	6231	1757	2476	8020	797	0	59451	3071	7533	3000197	40000	50000	1092	200000	475498	13997249	24202040	2169	1458452	1086920	734136
1789639519	16685	87.1	86.6	9143	4445	2842	9717	433	0	27384	2979	10141	3000127	39825	49973	1322	200000	476375	14021674	24245104	2157	1460652	1088903	735606
1789639550	16716	96.5	96.1	6399	4409	1246	6934	322	0	35130	2959	7469	3000213	40000	50000	629	200000	477525	14046901	24304473	2162	1463083	1091022	736553
1789639580	16746	94.0	93.5	8852	2799	1495	8874	410	0	56605	3162	7490	3000201	40000	50000	846	200000	478461	14060323	24365932	2169	1465648	1093121	737459
1789639608	16774	95.1	94.9	7705	2052	1243	5981	261	0	48815	3133	7464	3000087	40000	50000	573	200000	479434	14078747	24420202	2163	1468072	1095184	738266
1789639640	16806	91.3	90.7	6089	3279	3364	8602	923	0	1905	3169	10422	3000082	39620	49987	807	200000	480351	14092528	24482984	2157	1471432	1096703	739992
1789639668	16834	93.9	93.6	5984	2916	3396	7547	799	0	13426	2954	7142	2999723	40000	50000	1044	200000	481125	14108925	24537976	2156	1474561	1098637	741565
1789639697	16862	93.7	92.9	6062	1876	2385	9240	449	0	68879	2954	7335	3000117	39532	50000	1115	200000	481981	14124738	24586090	2159	1477058	1101715	742866
1789639729	16895	93.7	93.4	9482	1903	2021	7428	844	0	58546	3118	10447	3000008	40000	50000	928	200000	482950	14153781	24622339	2167	1479721	1103644	744157
1789639757	16922	96.3	95.9	5595	3876	2204	8805	115	0	36959	2820	6934	3000066	40000	50000	849	200000	483917	14173095	24689288	2156	1481760	1105016	744980
1789639788	16954	94.3	94.0	6588	2616	1347	7657	867	0	37720	2936	7226	3000095	40000	50000	240	200000	484951	14187009	24770824	2173	1484900	1107192	747122
1789639819	16985	93.7	93.3	6081	5474	2916	10061	649	0	9802	2892	9605	3000037	39864	50000	763	200000	485883	14203599	24843720	2156	1487942	1108911	748451
1789639846	17012	94.6	94.3	4286	3315	2938	7944	1122	0	6188	2928	7235	2999758	39790	49995	874	200000	486474	14211171	24907694	2156	1490522	1110772	750076
1789639877	17043	94.6	94.1	6813	3249	2787	9767	1209	0	23894	3041	7460	3000513	39829	50000	1271	200000	487518	14229696	24989359	2156	1492958	1112697	751513
1789639912	17078	95.9	95.1	7816	2833	1841	6911	775	0	52646	3172	10620	3000245	40000	50000	576	200000	488604	14253624	25057905	2158	1496009	1115640	752674
1789639937	17103	93.9	90.7	5534	4731	3153	9084	1094	0	9492	3186	7653	3000105	39350	50000	1835	200000	489053	14275651	25085069	2156	1498608	1117220	754129
1789639967	17133	93.7	93.0	7696	1518	2459	7559	976	0	46740	3198	7467	3000284	40000	50000	1010	200000	489658	14304524	25113697	2167	1501827	1119982	755845
1789639996	17162	94.4	94.2	10374	3137	2733	9040	797	0	12469	2627	6305	3000001	40000	49964	1132	200000	490372	14329441	25203092	2161	1503768	1121028	757310
1789640028	17194	95.8	95.5	6545	2358	807	6431	101	0	53551	2696	7017	3000243	40000	50000	456	200000	491578	14353526	25289757	2185	1506144	1123911	758383
1789640060	17226	94.1	93.6	6521	4328	1547	8446	699	0	17687	2914	9672	3000577	40000	50000	412	200000	492627	14372709	25360250	2163	1509336	1125896	759645
1789640088	17253	94.5	94.0	8613	2710	1078	6520	231	0	24567	2755	6771	3000702	40000	50000	38	200000	493560	14399211	25410758	2164	1511202	1127369	761127
1789640116	17282	90.6	87.7	5718	1838	2581	9636	1216	0	48207	3678	8026	2999794	39284	49997	791	200000	494038	14406428	25442815	2164	1515403	1130025	762746
1789640149	17314	95.6	95.2	9124	6040	3689	7734	2000	0	5813	2843	9731	3000270	39891	50000	1356	200000	495298	14431030	25503817	2161	1517852	1131546	763382
1789640178	17344	96.8	96.5	6360	2123	2291	9215	708	0	72692	2880	7363	3000162	39823	50000	817	200000	496115	14448026	25556354	2173	1520342	1134803	764209
1789640206	17372	96.1	95.6	6965	4885	3768	7228	1905	0	26710	2664	6770	3000057	39330	49858	1678	200000	497280	14468684	25622556	2162	1522883	1135908	765099
1789640244	17410	97.7	97.4	7846	2684	1802	8504	516	0	55997	2985	10865	3000235	40000	50000	1033	200000	498492	14497593	25694337	2170	1525361	1139230	766344
1789640269	17434	97.8	97.5	6037	3936	1241	5757	334	0	38679	2958	6986	3000072	40000	50000	566	200000	499311	14511828	25751198	2168	1527605	1141043	767721
1789640301	17466	96.0	95.6	8550	2046	4326	7731	651	0	10945	2976	10124	2999684	39366	49984	1697	200000	500377	14527541	25814153	2163	1530702	1143190	768502
1789640326	17492	97.7	96.8	8428	3657	3598	7107	2117	0	1072	3476	7954	3000075	39745	50000	1171	200000	501077	14545423	25847116	2162	1534384	1145451	769423
1789640356	17522	97.6	97.3	5528	1939	2931	8691	787	0	69862	3207	7657	2999869	40000	50000	1345	200000	501889	14562463	25895736	2167	1536827	1148373	770212
1789640394	17559	98.2	98.1	10563	2656	1028	6615	174	0	139331	3092	10299	3000134	40000	50000	622	200000	503265	14586181	25975429	2203	1539420	1151979	770669
1789640417	17582	91.8	90.2	12384	2076	3421	8650	1597	0	40798	3223	6990	2998540	39344	49889	1277	200000	503934	14596471	26023162	2165	1541957	1152572	771277
1789640445	17611	96.3	95.8	10100	3424	2947	7294	1475	0	29790	3016	7276	2999563	40000	49833	970	200000	504822	14613310	26107130	2164	1544229	1154212	773203
1789640476	17642	95.2	94.9	10194	2814	3160	9155	1882	0	31918	2961	7415	2998877	39478	50000	1186	200000	505875	14629912	26199392	2164	1546669	1155956	774168
1789640513	17679	96.0	95.5	6462	4522	2924	7731	970	0	52529	3236	10830	3000572	39604	49959	1352	200000	507100	14656887	26280976	2159	1549075	1158177	775490
1789640538	17704	92.5	91.6	7547	2249	2536	9638	849	0	17241	3119	7470	3000756	39721	50000	1301	200000	507613	14667936	26324219	2157	1551759	1160125	777713
1789640569	17734	93.0	92.3	6234	4973	3643	8013	1683	0	23523	3157	7430	3000513	39702	50000	1353	200000	508368	14709083	26359587	2159	1555072	1162012	779138
1789640596	17762	94.7	94.2	5739	3165	2606	9640	1080	0	46390	3202	7264	3000313	40000	50000	997	200000	509011	14729728	26406671	2158	1557441	1164411	780527
1789640631	17797	94.7	94.4	6879	3569	2610	7327	816	0	57143	3276	10752	3000300	40000	49966	1011	200000	510123	14761107	26461912	2158	1559898	1166883	781422
1789640660	17826	94.9	94.6	5238	4624	1676	9097	153	0	90996	3036	7079	3000013	40000	50000	828	200000	511214	14775907	26531729	2176	1562199	1169517	782538
1789640690	17856	95.0	92.9	9167	3623	3954	7166	1797	0	43525	3206	7460	3000704	40000	49865	1820	200000	512327	14800366	26605711	2160	1564898	1170287	783055
1789640726	17892	96.3	96.0	6490	4740	1465	8544	543	0	99956	3222	10887	3000245	40000	50000	592	200000	513478	14830480	26665249	2178	1567648	1173575	784500
1789640750	17916	93.1	92.6	8580	3584	1824	6193	254	0	38252	3079	7268	3000182	40000	50000	1214	200000	514106	14840572	26703161	2160	1569902	1175428	785909
1789640784	17950	95.9	95.9	9255	4900	741	7393	158	0	66404	3137	7488	3000245	40000	50000	302	200000	515590	14871011	26783155	2177	1572237	1177681	786404
1789640811	17976	94.7	94.2	6148	2091	1947	6397	160	0	73063	2928	7058	3000699	40000	50000	1280	200000	516180	14880689	26827494	2165	1574851	1180033	787077
1789640838	18004	96.4	96.0	10019	4680	2355	7748	856	0	35165	3138	7562	3000626	40000	49995	1009	200000	517241	14904065	26877021	2164	1577308	1181587	787810
1789640869	18035	96.6	96.1	6834	1945	1461	6267	490	0	25836	3297	10611	3000349	40000	50000	636	200000	518167	14916805	26950379	2162	1580020	1183584	789994
1789640899	18065	93.7	93.5	7036	3487	4222	8373	285	0	8678	3122	7833	2998815	38943	49977	1264	200000	519151	14942089	27006764	2161	1582788	1185004	791417
1789640927	18092	95.3	94.1	4802	2963	3758	8393	1944	0	8494	3452	7739	2999939	39328	49953	1202	200000	519912	14957092	27053217	2160	1586525	1187501	792813
1789640956	18122	97.3	97.0	7497	2228	3201	10253	1818	0	6245	3205	8228	2999433	39666	49883	927	200000	520834	14984730	27100967	2162	1588750	1188815	794662
1789640986	18152	97.0	96.6	11677	2044	2889	7705	1700	0	1722	3783	9237	2999656	40000	49996	779	200000	521654	15000783	27163870	2161	1591139	1190173	796377
1789641020	18186	96.8	96.7	12145	4204	3786	9009	337	0	8240	3584	11638	2999486	39861	49922	1153	200000	522735	15016557	27247638	2160	1592919	1191968	797118
1789641050	18216	94.9	94.3	6629	3462	3768	8155	814	0	10326	4388	9428	2998878	39761	49798	1262	200000	523498	15027074	27314362	2160	1596456	1193779	798809
1789641080	18246	95.6	95.2	7002	3671	3901	8925	622	0	7702	3799	9188	2998765	39553	49899	1183	200000	524286	15049074	27370028	2160	1598007	1195721	799985
1789641109	18275	94.2	93.8	8516	2751	4497	7613	562	0	2274	3317	8047	2999269	38806	49893	1574	200000	525174	15069480	27433862	2160	1601261	1197045	802205
1789641136	18302	96.5	95.0	5978	1537	3273	9131	324	0	43720	3416	8450	3000059	38038	49987	1564	200000	525704	15078859	27481965	2161	1603549	1199475	803769
1789641165	18331	94.3	93.3	8469	2142	3023	7836	959	0	10626	3495	8200	3000618	38823	50000	1289	200000	526418	15110806	27502348	2160	1606619	1201342	805699
1789641205	18371	95.6	95.2	5431	3783	1542	9619	545	0	56907	3366	11986	3001031	40000	50000	697	200000	527443	15149644	27562820	2160	1609222	1203818	807665
1789641230	18396	92.7	92.3	10385	3199	2759	7874	1298	0	7398	3569	8376	3000000	40000	50000	865	200000	527954	15161095	27597124	2160	1612746	1205530	809379
1789641262	18427	92.3	92.2	8426	3268	4568	10612	791	0	23424	3200	7683	3000164	38990	49963	1727	200000	529055	15179224	27673297	2161	1615984	1207289	810740
1789641286	18452	96.2	93.7	6124	1803	3464	7473	1538	0	1461	3524	8338	3000000	39408	50000	901	200000	529625	15190062	27717291	2160	1618262	1209015	812184
1789641320	18485	87.5	86.5	11010	5310	4126	8247	440	0	7778	3524	7928	2999070	39230	49985	1512	200000	530617	15222291	27767331	2163	1619481	1210748	813370
1789641347	18513	94.8	94.1	5367	3931	3239	7075	1475	0	2220	3267	7802	2999916	40000	50000	736	200000	531329	15238285	27812219	2160	1622838	1212552	814617
1789641378	18544	94.4	94.1	8028	5582	3559	9063	999	0	2282	3110	7607	2998576	39729	50000	1136	200000	532336	15260799	27872431	2161	1625340	1214485	815661
1789641408	18574	93.6	92.9	5016	2539	2780	7336	823	0	40554	3511	8394	3000327	40000	50000	1032	200000	533189	15271929	27931004	2162	1627705	1216747	817477
1789641441	18607	94.7	93.6	8325	2353	2293	9090	832	0	50558	3405	11443	3000063	40000	50000	971	200000	533950	15288510	27981029	2162	1630102	1219025	818906
1789641470	18636	95.2	94.7	7240	3415	2967	7303	380	0	12774	3225	7899	3000243	39886	50000	1300	200000	534852	15307480	28035922	2160	1632436	1220445	820074
1789641501	18666	96.5	96.1	7995	1802	1109	8564	516	0	52614	3602	8873	3000267	40000	50000	350	200000	535860	15332114	28086702	2160	1634821	1222661	821488
1789641528	18694	92.9	88.9	6146	3699	2801	7364	1549	0	1505	3767	9486	3000119	39374	50000	961	200000	536286	15343728	28122848	2160	1638524	1224033	823715
1789641558	18724	94.7	94.0	10798	1899	3661	9698	2117	0	26277	3188	8449	2999717	39888	49950	1251	200000	537071	15367624	28165841	2158	1641594	1226305	824627
1789641586	18752	95.1	94.6	7466	2787	2961	7786	1460	0	8215	3820	9022	2998834	40000	49867	1181	200000	537678	15384109	28208185	2158	1643502	1227037	827454
1789641620	18786	96.0	95.2	8086	4722	2227	9133	454	0	78777	3537	8870	3000582	40000	50000	933	200000	538554	15396847	28301626	2167	1645908	1229742	828498
1789641648	18814	94.0	93.4	6421	2794	1473	7157	300	0	79975	3566	9019	3000149	40000	50000	849	200000	539304	15408441	28353478	2158	1648243	1232110	829710
1789641678	18844	94.2	93.6	7434	5282	3044	8954	693	0	21322	3538	8342	3000308	40000	49960	1457	200000	540262	15424696	28424108	2158	1650598	1233625	830779
1789641709	18875	95.0	94.2	9975	1953	1519	6406	360	0	40745	3623	9244	3000561	39856	50000	806	200000	541156	15441997	28492524	2158	1652970	1235158	832749
1789641736	18902	92.8	91.5	7569	2168	3293	8800	1576	0	11348	3460	8440	3000343	39553	50000	1248	200000	541651	15458079	28531699	2158	1656509	1236898	834054
1789641773	18939	96.5	95.8	6218	4511	2984	7505	1314	0	40700	3328	11830	3000464	40000	50000	1338	200000	542582	15490791	28571985	2158	1659088	1239477	835105
1789641796	18962	93.6	92.4	5388	2577	1902	9020	585	0	6432	3342	5332	3000817	40000	50000	994	200000	543154	15504809	28616123	2158	1661528	1241604	837260
1789641832	18998	95.3	95.0	7891	4854	1119	6397	260	0	28291	3167	11317	3000107	40000	50000	300	200000	544211	15539924	28664009	2160	1663637	1243457	838348
1789641863	19028	90.5	90.1	8724	3399	3552	9642	1485	0	5498	3555	8841	2999870	39616	49994	965	200000	544913	15552829	28721105	2158	1667816	1245377	839267
1789641890	19056	97.4	97.0	8483	3196	997	5720	252	0	38526	3266	7620	3000495	40000	50000	272	200000	546004	15569001	28784988	2166	1668295	1247377	840032
1789641917	19083	91.7	89.9	6608	4510	3122	8424	275	0	17096	3429	8261	3000360	39574	50000	1732	200000	546524	15583256	28823039	2158	1671266	1249236	841426
1789641947	19112	97.4	96.9	11380	2320	1270	5853	411	0	36002	3217	7861	3000388	40000	50000	298	200000	547520	15613143	28872433	2165	1673232	1251024	842108
1789641975	19141	92.0	90.7	5608	3234	3035	8696	1693	0	783	3176	8417	3000524	40000	50000	987	200000	548154	15624732	28918525	2158	1677022	1252882	843618
1789642006	19172	94.5	94.0	6717	1511	3056	7221	1529	0	23959	2996	7730	3000138	40000	50000	1095	200000	549042	15648504	28967012	2159	1679647	1255092	844695
1789642037	19203	97.0	96.3	6281	3170	3227	9096	1121	0	39486	3253	11741	2999649	39824	49936	1584	200000	549845	15662001	29019623	2158	1682037	1257084	846064
1789642069	19235	96.8	96.4	8248	2744	1944	7098	453	0	43257	2950	7851	3000343	40000	50000	1003	200000	550847	15684799	29087865	2162	1684444	1259644	847641
1789642097	19263	96.2	95.1	7004	2198	3519	9074	699	0	24337	3002	7504	3000149	39656	49958	1406	200000	551650	15701835	29139767	2159	1687451	1261577	848963
1789642131	19296	97.9	97.0	5649	1792	1908	7555	387	0	43386	3039	10439	3000579	40000	50000	891	200000	552562	15721452	29198393	2161	1690933	1264519	850804
1789642157	19322	96.6	95.6	7085	2135	3453	9917	1065	0	10316	2792	7038	3000238	40000	50000	1728	200000	553243	15740647	29228699	2160	1694387	1266770	851951
1789642190	19356	95.1	93.7	9367	4733	3700	8246	2139	0	38808	3210	9874	3000458	40000	49832	1419	200000	554157	15770038	29273894	2160	1697739	1269020	852834
1789642225	19391	93.1	92.9	8087	2592	2138	9996	737	0	83907	3390	8104	3000032	40000	49651	1081	200000	555084	15783694	29359720	2163	1700097	1271362	855226
1789642251	19417	94.6	94.0	5499	3317	2538	7144	852	0	36860	3069	7059	3000027	40000	50000	1178	200000	555842	15796840	29428230	2160	1702515	1272877	856866
1789642277	19443	96.1	95.6	6596	2806	1727	8398	717	0	41272	3318	7773	3000021	40000	50000	618	200000	556530	15812233	29477870	2160	1704798	1274577	857999
1789642306	19472	94.5	93.4	6463	2407	3051	7235	683	0	16990	3074	7662	3000046	39642	50000	1260	200000	557194	15823911	29538382	2161	1708167	1276956	859849
1789642339	19505	95.1	94.2	5866	4065	2170	9335	673	0	47042	3049	10280	3000168	39510	50000	1169	200000	558125	15845749	29596066	2160	1711067	1279416	861269
1789642370	19536	94.3	92.3	4961	2451	3873	7486	808	0	24739	3418	7992	3000043	39356	49871	1511	200000	558922	15870688	29650045	2160	1714054	1281454	862594
1789642396	19562	93.6	92.2	6999	2575	3667	9897	2048	0	6609	2939	7309	3000127	39092	50000	1355	200000	559578	15891376	29684712	2160	1717345	1283226	863871
1789642434	19600	95.9	95.5	8109	2004	1405	7285	328	0	82945	3067	10795	3000017	40000	50000	630	200000	560718	15925475	29737512	2160	1719899	1287010	864955
1789642460	19626	93.2	92.7	9434	4525	2206	9202	480	0	69357	2975	6983	3000016	40000	50000	1125	200000	561474	15935697	29788443	2164	1722223	1288912	865853
1789642489	19655	95.6	95.1	7222	3471	1210	7008	118	0	80923	2974	7429	3000319	40000	50000	681	200000	562625	15951349	29874239	2166	1724498	1290834	866950
1789642516	19682	93.7	91.8	7868	3400	2984	9003	540	0	38250	3227	7396	3000783	40000	50000	1580	200000	563389	15970066	29913864	2161	1726923	1292545	867877
1789642551	19717	93.3	92.8	7813	5467	3789	7210	497	0	20684	3228	11058	2999711	39628	49953	1155	200000	564323	15997671	29965604	2161	1730269	1294301	869391
1789642577	19743	94.7	93.8	6401	2364	3111	9309	1372	0	2533	3078	7420	3000079	40000	50000	1067	200000	565071	16010658	30015992	2161	1733063	1296246	871000
1789642606	19772	95.5	94.4	7896	2227	2732	7870	1248	0	29915	3423	8277	3000102	40000	49990	1022	200000	565818	16032894	30059735	2162	1735944	1298500	872509
1789642637	19803	96.3	95.7	5161	2499	3284	9841	604	0	34838	2961	7480	3000673	40000	49945	1517	200000	566870	16052132	30128304	2160	1738645	1300934	873488
1789642672	19838	96.4	96.1	8941	4555	2304	7072	882	0	47294	3064	10625	3000248	40000	50000	956	200000	567948	16078835	30191703	2160	1741152	1303398	874413
1789642698	19863	94.3	93.5	5107	2374	2122	9023	438	0	32973	3128	7569	3000223	39750	50000	803	200000	568643	16090941	30238434	2161	1743925	1305029	876243
1789642728	19894	96.2	95.8	5699	4591	1363	6792	192	0	27422	3098	7594	3000949	40000	50000	495	200000	569722	16117045	30303278	2160	1746261	1307258	877442
1789642757	19923	92.6	91.6	5876	3379	3694	9182	659	0	2875	3051	7482	2999208	39933	49743	1082	200000	570474	16135876	30354174	2170	1749505	1309226	878404
1789642790	19955	96.2	95.6	8841	3075	3650	7925	1349	0	4660	3088	10413	2998481	39625	50000	932	200000	571403	16154670	30410446	2160	1752939	1311400	879175
1789642821	19986	97.8	97.5	11948	2106	898	7929	218	0	37836	3069	7390	3000294	40000	50000	491	200000	572605	16173098	30516696	2167	1753330	1313281	880106
1789642847	20013	91.6	90.8	4904	3117	3667	7555	1000	0	6897	3392	7908	2999694	39916	49918	1100	200000	573169	16183602	30565070	2160	1757082	1314564	882540
1789642876	20042	96.3	95.6	7548	1500	2925	9164	1434	0	18786	3333	7944	3000137	39800	49923	1056	200000	573954	16197386	30627767	2160	1759420	1316727	883961
1789642912	20078	97.3	96.8	7573	4201	2565	6979	242	0	46881	3493	11621	3000478	39334	50000	1355	200000	575016	16223008	30704780	2160	1761784	1319846	884866
1789642941	20107	97.9	97.5	8329	1926	1236	8199	340	0	62735	3290	7972	3001221	40000	50000	608	200000	576027	16248853	30767522	2160	1764388	1322163	885543
1789642969	20135	95.4	93.6	5330	2851	3226	6577	114	0	22992	3482	8074	3000110	39528	49939	1687	200000	576842	16269314	30818840	2160	1767184	1324089	886686
1789642996	20162	92.9	91.7	6104	4114	3268	8800	1408	0	13485	3600	8446	3000107	39380	50000	1453	200000	577451	16290895	30848259	2160	1770442	1325875	887868
1789643028	20194	94.4	93.8	6303	2354	2627	7371	1168	0	43398	3442	8575	3000042	40000	50000	1192	200000	578262	16319831	30881684	2160	1773568	1328702	889512
1789643057	20223	96.8	96.6	6043	4663	764	8285	79	0	32129	3476	8317	3000056	40000	50000	285	200000	579323	16337663	30958298	2160	1775151	1330153	891246
1789643087	20253	93.2	92.6	8476	1878	1449	7096	792	0	14983	3662	8350	3000072	40000	50000	310	200000	580170	16348838	31022769	2164	1778263	1332271	892321
1789643118	20284	87.3	86.7	8178	2784	4178	10472	775	0	3604	3572	8244	2998987	39336	49892	1298	200000	581091	16367719	31069045	2164	1782179	1334003	893637
1789643146	20312	95.1	94.4	8056	1913	3908	7805	874	0	4494	3421	8002	2999203	39303	50000	1343	200000	581819	16385497	31118084	2164	1784723	1336165	894653
1789643180	20346	95.2	93.6	5120	2715	2857	9450	875	0	26450	3706	12420	3000048	39849	49915	1239	200000	582641	16407705	31157882	2164	1786899	1338652	896667
1789643212	20378	91.8	90.9	7687	2935	3139	8076	1093	0	31260	3526	8913	2999977	39768	49972	995	200000	583559	16431012	31214543	2164	1790232	1340451	898651
1789643239	20405	93.3	92.6	6080	3793	3293	9903	900	0	9468	3483	8160	3000241	40000	49951	1256	200000	584331	16444987	31279288	2164	1792341	1341461	900822
1789643267	20432	94.8	93.9	5646	1547	2732	8126	1051	0	24582	3504	8203	2999697	39583	50000	888	200000	584839	16454466	31317460	2164	1795258	1343636	902746
1789643295	20461	93.3	92.4	8277	3378	4053	10502	2393	0	7337	3371	8115	3000100	38970	49975	1591	200000	585817	16476757	31377575	2164	1798054	1344676	904139
1789643330	20496	95.5	95.0	6622	2156	2728	7638	1268	0	57159	3324	8268	3000959	40000	50000	1027	200000	586943	16500224	31444970	2162	1800572	1347590	905118
1789643360	20526	95.1	94.8	5403	2142	2894	9611	1201	0	39484	3442	8181	3000017	40000	49797	1056	200000	587711	16526250	31476820	2162	1803093	1349419	906427
