ts	elapsed	rss_kb	threads	fds	tcp_est	crawled_bytes	discovered_bytes	disk_free_mb	rss_kb_0	rss_kb_1
1789788834	5160	3840396	201	66383	18972	271534890	1971196858	84323	1883128	1957268
1789788865	5191	3836072	201	64589	17404	271616179	1971769942	84327	1875048	1961024
1789788895	5221	3825152	201	66424	18959	271694024	1972149641	84316	1864128	1961024
1789788926	5252	3826392	201	66449	20590	271767349	1972616564	84316	1864144	1962248
1789788956	5282	3834440	201	65160	19099	271851889	1973085406	84316	1864148	1970292
1789788986	5312	3825368	201	65146	19891	271900840	1973554313	84314	1864068	1961300
1789789017	5343	3825368	201	63166	19808	271978263	1973879830	84308	1864068	1961300
1789789047	5373	3825368	201	65202	21068	272031960	1974334357	84307	1864068	1961300
1789789078	5404	3830592	201	62961	18874	272112329	1974826168	84300	1865192	1965400
1789789108	5434	3825080	201	64651	21212	272189922	1975130309	84290	1863780	1961300
1789789139	5465	3841400	201	63902	19034	272271131	1975603468	84282	1863780	1977620
1789789169	5495	3829016	201	64504	18269	272350262	1976043971	84278	1866968	1962048
1789789199	5525	3843820	201	61643	17179	272428633	1976693249	84271	1871132	1972688
1789789230	5556	3829276	201	61644	17647	272504146	1977098101	84271	1869260	1960016
1789789260	5586	3823888	201	61077	17926	272558130	1977506390	84278	1863872	1960016
1789789291	5617	3865468	201	61959	17330	272660478	1977964758	84273	1872304	1993164
1789789321	5647	3841940	201	60821	18482	272714311	1978439745	84279	1863872	1978068
1789789351	5677	3840596	201	61168	17412	272763132	1978889284	84282	1880040	1960556
1789789382	5708	3828016	201	60597	18192	272848496	1979275122	84286	1864460	1963556
1789789412	5738	3877448	201	60625	17654	272921412	1979703826	84282	1916376	1961072
1789789443	5769	3871928	201	61631	18140	272999489	1980244691	84276	1903508	1968420
1789789473	5799	3900348	201	60577	17293	273079597	1980710541	84271	1931292	1969056
1789789503	5829	3859116	201	60507	17349	273163621	1981102892	84275	1896272	1962844
1789789534	5860	3852428	201	60237	18198	273236467	1981490288	84279	1876848	1975580
1789789564	5890	3837920	201	59793	17851	273288870	1981917010	84282	1877432	1960488
1789789595	5921	3884108	201	58577	17349	273395109	1982378357	84277	1882664	2001444
1789789625	5951	3888564	201	59698	18192	273481937	1982781106	84275	1914652	1973912
1789789655	5981	3873200	201	59479	18971	273555497	1983209727	84276	1909524	1963676
1789789686	6012	3854048	201	58784	17111	273607859	1983837376	84272	1878972	1975076
1789789716	6042	3862808	201	58607	16753	273710110	1984476856	84261	1879048	1983760
1789789747	6073	3911664	201	60247	17375	273789236	1984871645	84252	1920848	1990816
1789789777	6103	3900924	201	63936	18604	273838011	1985440114	84232	1908452	1992472
1789789807	6133	3855304	201	64233	17195	273916930	1985964250	84229	1891440	1963864
1789789838	6164	3879676	201	64704	17032	273996677	1986470165	84219	1909604	1970072
1789789868	6194	3849268	201	65845	16581	274075162	1986959860	84208	1880184	1969084
1789789899	6225	3868692	201	67112	16870	274152629	1987386448	84196	1880160	1988532
1789789929	6255	3888848	201	67155	16359	274230030	1987817631	84175	1901464	1987384
1789789960	6286	3891576	201	68390	17795	274285992	1988194820	84169	1926800	1964776
1789789990	6316	3867632	201	68250	17992	274389044	1988666266	84171	1880856	1986776
1789790020	6346	3893452	201	68124	16867	274442748	1989152834	84221	1909676	1983776
1789790051	6377	3866240	201	70196	18738	274516411	1989599497	84270	1902368	1963872
1789790081	6407	3848696	201	69913	17988	274623717	1990217399	84275	1879404	1969292
1789790112	6438	3884364	201	67984	16888	274701606	1990740908	84259	1888300	1996064
1789790142	6468	3889360	201	71047	17173	274757597	1991211305	84246	1909760	1979600
1789790173	6499	3858720	201	70960	17911	274830961	1991829383	84244	1879404	1979316
1789790203	6529	3860208	201	71428	18129	274910873	1992419835	84235	1879404	1980804
1789790233	6559	3857168	201	67991	17098	274983958	1992899062	84254	1879584	1977584
1789790264	6590	3854328	201	69457	17897	275043656	1993292260	84249	1891788	1962540
1789790294	6620	3843964	201	70838	17242	275116706	1993855025	84239	1879404	1964560
1789790325	6651	3842632	201	70953	18215	275204780	1994307950	84242	1879976	1962656
1789790355	6681	3852368	201	71985	18667	275253676	1994712945	84238	1879408	1972960
1789790386	6712	3844080	201	72888	19167	275331955	1995178098	84240	1879408	1964672
1789790416	6742	3841652	201	72998	16674	275411710	1995618107	84244	1879404	1962248
1789790447	6773	3861188	201	73435	19257	275459484	1995974833	84236	1879404	1981784
1789790477	6803	3853332	201	74574	18501	275543147	1996492616	84225	1891084	1962248
1789790507	6833	3879396	201	75571	18520	275615864	1996899592	84214	1895964	1983432
1789790538	6864	3840644	201	75186	18364	275722086	1997480929	84215	1879404	1961240
1789790568	6894	3840644	201	75118	19240	275746712	1997769976	84223	1879404	1961240
1789790599	6925	3841224	201	73745	17670	275827823	1998201135	84221	1879404	1961820
1789790629	6955	3838276	201	73106	17431	275900607	1998663623	84233	1877120	1961156
1789790660	6986	3838856	201	75722	18114	275954841	1999238307	84225	1877700	1961156
1789790690	7016	3887392	201	76804	18107	276030175	1999665134	84213	1925812	1961580
1789790720	7046	3842320	201	75361	18566	276107144	2000129684	84213	1881164	1961156
1789790751	7077	3842320	201	75208	18323	276159512	2000655046	84217	1879928	1962392
1789790781	7107	3865704	201	75276	19214	276232228	2001025576	84212	1879928	1985776
1789790812	7138	3841096	201	77188	19593	276290890	2001464253	84190	1879940	1961156
1789790842	7168	3842744	201	77619	20307	276364139	2001845933	84196	1879948	1962796
1789790873	7199	3860344	201	78740	20571	276444174	2002315340	84174	1879008	1981336
1789790903	7229	3851416	201	78614	19934	276516478	2002794442	84157	1879008	1972408
1789790934	7260	3847168	201	78640	18389	276602696	2003375464	84162	1879008	1968160
1789790964	7290	3849736	201	81925	20276	276651325	2003797997	84128	1879008	1970728
1789790995	7321	3843192	201	81008	19886	276729428	2004361346	84128	1876508	1966684
1789791025	7351	3875208	201	82410	20568	276784420	2004688147	84119	1876508	1998700
1789791056	7382	3847212	201	82915	20432	276856885	2005240596	84104	1873988	1973224
1789791086	7412	3888192	201	81431	18031	276937301	2005648648	84094	1873988	2014204
1789791116	7442	3844916	201	81740	18300	276986190	2006086759	84110	1873988	1970928
1789791147	7473	3854336	201	81420	18286	277039874	2006574676	84106	1881500	1972836
1789791177	7503	3868992	201	81687	18825	277117815	2007008002	84095	1881504	1987488
1789791208	7534	3869796	201	82034	17664	277194964	2007573854	84092	1881248	1988548
1789791238	7564	3888684	201	81825	18935	277271385	2007993081	84102	1881252	2007432
1789791269	7595	3866456	201	81810	18739	277326088	2008485324	84104	1881252	1985204
1789791299	7625	3850708	201	82439	19440	277399534	2008951984	84101	1881252	1969456
1789791330	7656	3869588	201	82619	18335	277479426	2009485499	84093	1881252	1988336
1789791360	7686	3889000	201	82519	18455	277552473	2009902278	84094	1881252	2007748
1789791391	7717	3867396	201	82818	18745	277613452	2010364623	84091	1881252	1986144
1789791421	7747	3855024	201	81065	19100	277710337	2010868196	84117	1881252	1973772
1789791451	7777	3856384	201	82173	19014	277764701	2011284569	84103	1882612	1973772
1789791482	7808	3884228	201	81647	18535	277813235	2011654825	84108	1881248	2002980
1789791512	7838	3863480	201	80438	18406	277889300	2012089841	84112	1881248	1982232
1789791543	7869	3854472	201	79842	18622	277944418	2012573356	84117	1881248	1973224
1789791573	7899	3854796	201	79695	17858	278023291	2013024331	84178	1881248	1973548
1789791604	7930	3856388	201	79081	17414	278072140	2013378851	84184	1881248	1975140
1789791634	7960	3879480	201	79285	17310	278119992	2013821628	84172	1881248	1998232
1789791665	7991	3881908	201	79271	18116	278172006	2014185041	84169	1881252	2000656
1789791695	8021	3874096	201	76804	16424	278274182	2014830595	84168	1885864	1988232
1789791726	8052	3866252	201	77952	17520	278350090	2015272950	84156	1885864	1980388
1789791756	8082	3877580	201	78464	16876	278398577	2015759506	84138	1890376	1987204
1789791786	8112	3921980	201	78353	17222	278459941	2016200274	84132	1890376	2031604
1789791817	8143	3919320	201	78869	18453	278557346	2016605377	84125	1894616	2024704
1789791847	8173	3876032	201	78191	18536	278618038	2017175078	84113	1894784	1981248
1789791878	8204	3885348	201	77839	18151	278690904	2017777847	84122	1894104	1991244
1789791908	8234	3889100	201	77261	16590	278796705	2018255413	84107	1897528	1991572
1789791939	8265	3916892	201	77532	17766	278845417	2018710439	84106	1912472	2004420
1789791969	8295	3902080	201	76633	17407	278898808	2019140591	84110	1898120	2003960
1789792000	8326	3878788	201	76934	18430	278999444	2019589816	84107	1897540	1981248
1789792030	8356	3878788	201	76872	18053	279052049	2020138915	84107	1897540	1981248
1789792060	8386	3879044	201	76899	17818	279130094	2020638369	84104	1897540	1981504
1789792091	8417	3906168	201	76167	16819	279181269	2021054015	84108	1897540	2008628
1789792121	8447	3919988	201	76156	17152	279256410	2021513517	84112	1906276	2013712
1789792152	8478	3900376	201	75785	17950	279337250	2021959268	84114	1918576	1981800
1789792182	8508	3908880	201	75207	17198	279385615	2022454574	84116	1919752	1989128
1789792212	8538	3903268	201	74190	17896	279464452	2022898883	84121	1921492	1981776
1789792243	8569	3902216	201	74056	17356	279537470	2023413252	84127	1919764	1982452
1789792273	8599	3908920	201	74648	17891	279590109	2023831618	84137	1928304	1980616
1789792304	8630	3904292	201	73481	18277	279669395	2024125050	84147	1923676	1980616
1789792334	8660	3905396	201	73474	19198	279723550	2024528079	84214	1924088	1981308
1789792364	8690	3904708	201	72617	18180	279799940	2024873508	84219	1924088	1980620
1789792395	8721	3907112	201	71256	17168	279872722	2025312290	84232	1924036	1983076
1789792426	8752	3911404	201	72940	17438	279928224	2025804210	84214	1924716	1986688
1789792456	8782	3925856	201	73287	17683	280001383	2026199392	84217	1924044	2001812
1789792486	8812	3922596	201	72620	18082	280080660	2026593999	84217	1924056	1998540
1789792517	8843	3906104	201	71406	18263	280128947	2027052580	84218	1924060	1982044
1789792547	8873	3913316	201	72001	17310	280237173	2027540916	84220	1924060	1989256
1789792578	8904	3937932	201	71655	17758	280261687	2027918762	84214	1924060	2013872
1789792608	8934	3908296	201	72278	18375	280359595	2028305801	84212	1924064	1984232
1789792639	8965	3919796	201	72519	18565	280416364	2028708884	84208	1924072	1995724
1789792669	8995	3903680	201	71405	17979	280465072	2029158287	84201	1924072	1979608
1789792699	9025	3936796	201	71772	17858	280519061	2029554349	84197	1924072	2012724
1789792730	9056	3928416	201	71592	18228	280595706	2029977102	84182	1924072	2004344
1789792760	9086	3903760	201	70336	17959	280647190	2030474806	84173	1924128	1979632
1789792791	9117	3903732	201	70517	19083	280747071	2030759663	84168	1924128	1979604
1789792821	9147	3906752	201	70759	18888	280825731	2031284409	84179	1924132	1982620
1789792852	9178	3905724	201	70255	19546	280874737	2031693278	84170	1924132	1981592
1789792882	9208	3949944	201	69397	18875	280958051	2032032771	84164	1931580	2018364
1789792913	9239	3916928	201	68949	18765	281007086	2032578810	84164	1931580	1985348
1789792943	9269	3930776	201	68974	18315	281087264	2033007239	84156	1931580	1999196
1789792974	9300	3916928	201	68679	17965	281136032	2033444765	84151	1931580	1985348
1789793004	9330	3936372	201	68283	18318	281240162	2033836352	84152	1931584	2004788
1789793034	9360	3917832	201	69321	19501	281288914	2034244582	84154	1931584	1986248
1789793065	9391	3920996	201	69727	20311	281362136	2034574838	84147	1931584	1989412
1789793095	9421	3919940	201	68979	19416	281422050	2035014459	84147	1931584	1988356
1789793126	9452	3925536	201	69202	19577	281495423	2035510906	84145	1931588	1993948
1789793156	9482	3920704	201	70148	19860	281553985	2035971117	84138	1931596	1989108
1789793186	9512	3920704	201	69992	19523	281651218	2036431223	84136	1931596	1989108
1789793217	9543	3920704	201	70157	19673	281710201	2036789719	84138	1931596	1989108
1789793247	9573	3938052	201	70779	18828	281782998	2037146030	84128	1948944	1989108
1789793278	9604	3928148	201	70680	18248	281868375	2037603698	84188	1931596	1996552
1789793308	9634	3926976	201	71540	18327	281892633	2038025065	84179	1931596	1995380
1789793338	9664	3931432	201	71730	18193	281996359	2038577027	84178	1942324	1989108
1789793369	9695	3993192	201	71651	18458	282075588	2038981557	84180	1932676	2060516
1789793399	9725	3924356	201	70450	17984	282124467	2039516390	84182	1933408	1990948
1789793430	9756	3930792	201	71193	18576	282206678	2039996703	84170	1933408	1997384
1789793460	9786	3924336	201	70919	18616	282255324	2040384540	84171	1933408	1990928
1789793491	9817	3925344	201	69892	17990	282362432	2040788834	84171	1933408	1991936
1789793521	9847	3927132	201	69909	17289	282411294	2041365709	84148	1933408	1993724
1789793551	9877	3930476	201	70295	17812	282467323	2041792472	84144	1933408	1997068
1789793582	9908	3970120	201	70069	16998	282568326	2042217176	84129	1956636	2013484
1789793612	9938	3933224	201	70705	17244	282622479	2042705001	84121	1942404	1990820
1789793643	9969	3939976	201	70954	17689	282725235	2043218709	84129	1949736	1990240
1789793673	9999	3937252	201	70904	17956	282779464	2043702007	84123	1947012	1990240
1789793704	10030	3939400	201	70416	17211	282855220	2044159891	84124	1945932	1993468
1789793734	10060	3943544	201	68811	16168	282932219	2044602652	84121	1950968	1992576
1789793764	10090	3947352	201	68893	17208	283036275	2045085903	84124	1945612	2001740
1789793795	10121	3959536	201	70899	17077	283089540	2045541697	84116	1965080	1994456
1789793825	10151	3958332	201	69776	17648	283141632	2045956059	84122	1945612	2012720
1789793856	10182	3958292	201	69300	18440	283244808	2046412880	84126	1964296	1993996
1789793886	10212	3957608	201	69088	17137	283298604	2046872741	84127	1949760	2007848
1789793916	10242	3973408	201	67834	17380	283374565	2047301312	84137	1954320	2019088
1789793947	10273	3959160	201	67403	17631	283452004	2047826652	84139	1962372	1996788
1789793977	10303	3951976	201	68272	18634	283531361	2048202570	84139	1957980	1993996
1789794008	10334	3940372	201	68139	18353	283606370	2048694822	84141	1946376	1993996
1789794038	10364	3962688	201	67736	17128	283685111	2049214106	84139	1946376	2016312
1789794069	10395	3958552	201	67017	16234	283763242	2049689481	84137	1949152	2009400
1789794099	10425	3954032	201	66877	16884	283841586	2050134253	84134	1954308	1999724
1789794129	10455	3948664	201	66257	17337	283890231	2050543468	84139	1952024	1996640
1789794160	10486	3946988	201	67264	18432	283942309	2050887508	84140	1953568	1993420
1789794190	10516	3961068	201	67784	17221	284045521	2051342627	84128	1950208	2010860
1789794221	10547	3949812	201	66871	16960	284129327	2051841762	84133	1951928	1997884
1789794251	10577	3971680	201	65158	16220	284202478	2052332834	84134	1949104	2022576
