ts	elapsed	proc_cpu_pct	main_cpu_pct	lag_max_ms	lag_p50_ms	dl_active	dl_slots	dl_transferring	scraper_queued	scraper_active_kb	gc_max_ms	gc_total_ms	frontier	pqueues	robots_cached	robots_inflight	dns_cached	crawled	discovered	dupe_skipped	rss_mb	requests	responses	exceptions
1789676599	53765	94.0	93.4	7826	3684	1603	8474	161	0	55853	3354	7973	3000201	39682	50000	1034	200000	1515808	36529382	108365971	2326	4644957	3516230	2299928
1789676628	53794	94.6	94.2	8087	3199	1717	6175	95	0	53121	3184	7544	3000395	40000	50000	786	200000	1516765	36547274	108440527	2333	4647257	3517808	2300581
1789676657	53823	93.9	93.2	7962	3733	2108	7998	525	0	29158	3300	7782	3000292	39473	50000	1160	200000	1517468	36561476	108536886	2326	4649546	3519170	2302219
1789676688	53853	94.3	93.9	5807	3489	975	5762	253	0	26143	3400	7848	3000656	40000	50000	339	200000	1518353	36585224	108615149	2326	4651625	3520734	2304019
1789676718	53883	93.5	92.8	7633	4660	1412	7622	281	0	24272	3475	8032	3000314	40000	50000	538	200000	1519122	36598659	108691607	2326	4654180	3522530	2305061
1789676750	53916	94.9	94.3	12723	1917	937	5834	225	0	40727	3596	8279	3000034	40000	50000	330	200000	1520113	36622870	108785410	2326	4656079	3524386	2306073
1789676779	53945	93.2	92.8	7649	5307	2024	7743	319	0	30241	3368	7759	3000116	40000	50000	934	200000	1520901	36634423	108873608	2326	4658477	3525972	2307709
1789676808	53974	93.9	93.3	6347	2587	1845	6002	600	0	33953	3850	8334	3000386	40000	50000	638	200000	1521630	36646912	108955974	2324	4660962	3527607	2309082
1789676838	54004	92.7	92.3	5529	2643	3893	7987	495	0	18933	3184	7675	3000176	39723	49807	1299	200000	1522445	36663005	109039322	2324	4663825	3529582	2310187
1789676867	54033	97.8	97.1	9250	3426	1154	5367	604	0	9278	3634	8208	3000479	40000	50000	280	200000	1523305	36681694	109122759	2326	4665535	3531570	2311007
1789676899	54065	92.9	92.4	7234	5556	3777	7527	564	0	10645	3524	8204	2999530	39423	49922	1364	200000	1524129	36696055	109222627	2325	4668482	3533548	2311997
1789676931	54097	96.0	95.4	7891	4127	3725	6885	1094	0	6265	3534	11544	2999412	39585	49960	1348	200000	1524990	36713686	109298297	2324	4671708	3535490	2312887
1789676956	54122	92.7	92.2	6657	3472	4041	8449	891	0	4632	3730	5078	2999822	39498	49894	1533	200000	1525663	36729181	109361432	2324	4674054	3537453	2313765
1789676986	54152	94.3	92.4	9173	2593	3500	7067	1786	0	9553	3647	8725	2999917	39536	50000	1095	200000	1526392	36741819	109418389	2325	4676660	3539843	2314757
1789677016	54182	94.1	94.0	9888	4697	4439	8932	650	0	2621	3399	8187	2999139	38815	49961	1727	200000	1527486	36768676	109497484	2327	4679202	3541578	2315606
1789677047	54213	94.7	92.5	7302	1726	2041	7068	586	0	77422	3794	9137	3000161	38999	50000	1038	200000	1527932	36782112	109537150	2324	4681316	3544284	2317713
1789677076	54242	94.1	93.6	9816	5595	2710	8609	602	0	55242	3549	8315	3000502	39598	50000	1343	200000	1528868	36809718	109595177	2324	4683590	3545867	2318501
1789677114	54280	96.7	95.7	10081	4510	1694	6785	174	0	49161	3536	12010	3000903	40000	50000	1121	200000	1529952	36836149	109687218	2325	4686051	3548718	2319378
1789677144	54310	97.8	97.5	6237	2149	1380	8187	188	0	70409	3364	8068	3000308	40000	50000	732	200000	1530890	36860288	109775141	2335	4688559	3550860	2320053
1789677168	54334	96.9	96.4	9375	3739	1482	5588	154	0	24740	3406	4726	3000419	39709	50000	811	200000	1531716	36872826	109846643	2328	4690954	3552694	2321050
1789677202	54367	97.2	96.7	6105	4767	1269	7086	406	0	38510	3397	11434	3000508	39941	50000	465	200000	1532706	36889547	109935645	2328	4693429	3554715	2321858
1789677232	54398	95.8	95.4	6083	3230	3942	6608	287	0	1735	3468	8515	2999225	39473	49949	1017	200000	1533526	36903599	110035299	2325	4696458	3556098	2323762
1789677261	54427	93.9	93.4	6737	3313	3952	8310	520	0	4876	3612	8203	2998869	39480	49769	1312	200000	1534316	36916245	110117932	2326	4698782	3557814	2325353
1789677289	54455	95.8	95.4	7326	5696	1179	6084	528	0	18702	3480	4750	3000504	40000	50000	398	200000	1535205	36935927	110227451	2325	4700627	3559646	2326391
1789677317	54483	88.5	88.0	6861	2413	1331	7868	112	0	23110	3428	8101	3000424	39626	50000	544	200000	1535844	36950886	110288071	2323	4703126	3561257	2327945
1789677347	54513	94.7	94.3	10611	5123	1400	5785	224	0	26467	3506	8331	3000581	40000	50000	834	200000	1536638	36970106	110358575	2328	4705045	3563232	2328861
1789677379	54545	94.1	93.7	12308	3727	1478	7353	261	0	44847	4034	8984	3000505	40000	50000	771	200000	1537531	36986220	110444558	2339	4707518	3565303	2329523
1789677407	54572	95.4	94.8	7055	3745	1464	5429	216	0	29691	3537	8081	3000692	40000	50000	866	200000	1538263	37004574	110510550	2328	4709800	3567270	2330462
1789677439	54605	95.1	94.5	11863	3057	1486	6905	199	0	26654	3750	8775	3000273	40000	50000	757	200000	1539260	37025566	110595016	2335	4712221	3569299	2331270
1789677469	54635	95.5	94.5	6693	3041	1249	5604	421	0	20352	3626	8553	3000232	40000	50000	436	200000	1540123	37042855	110680358	2338	4714912	3571207	2332434
1789677501	54666	94.3	93.9	9339	5169	1023	7249	300	0	21393	3528	8203	3000255	40000	50000	375	200000	1541078	37061886	110781546	2335	4717157	3572974	2333606
1789677532	54697	94.1	93.6	8504	3695	1126	6045	523	0	25500	3736	8333	3000610	40000	50000	384	200000	1541962	37078032	110862006	2334	4719713	3574910	2334765
1789677557	54723	93.2	92.7	7198	2919	986	7805	374	0	18692	3580	4993	3000398	40000	50000	74	200000	1542721	37094017	110950495	2329	4721868	3576350	2336348
1789677587	54753	93.8	93.3	6611	3294	1210	6068	567	0	22622	3488	8324	3000593	40000	50000	460	200000	1543490	37107288	111038327	2331	4724443	3578122	2337725
1789677620	54786	91.9	91.0	6207	2895	3213	8894	1114	0	900	3869	12566	2999890	39076	49986	926	200000	1544112	37116728	111105488	2329	4727752	3579544	2340124
1789677652	54818	93.8	93.0	6327	2470	3137	7420	1321	0	26429	3772	9135	3000510	39391	49997	1360	200000	1544674	37133982	111157452	2331	4730742	3581624	2342025
1789677677	54842	95.0	94.1	6976	2479	2213	8833	618	0	45273	3536	5177	3000231	39314	50000	821	200000	1545268	37146801	111219019	2331	4733001	3583510	2343600
1789677712	54878	94.0	93.4	5943	2969	2102	7100	66	0	23637	3665	12230	3000641	39319	50000	1268	200000	1546159	37165992	111295174	2331	4735533	3585922	2345090
1789677746	54912	96.1	94.7	11151	5982	1629	8420	422	0	40477	3754	8973	3001005	40000	50000	627	200000	1547229	37196778	111377130	2347	4738163	3587758	2345905
1789677766	54932	89.4	88.0	5243	2382	3162	6597	1795	0	8515	3642	5143	3000119	38980	50000	1000	200000	1547551	37203573	111412349	2339	4741870	3589513	2347425
1789677796	54962	94.3	93.8	10770	4553	3997	8499	2233	0	3662	3372	7785	3000118	39378	50000	1261	200000	1548511	37228082	111482505	2345	4744525	3591634	2348038
1789677826	54992	94.8	94.3	5359	3396	2929	7288	1421	0	25425	3579	8555	2999639	39702	49931	1061	200000	1549252	37242028	111549386	2344	4746663	3593409	2350180
1789677855	55021	94.2	93.8	6831	3501	3583	9019	1880	0	26638	3469	7973	2999047	39706	49799	1513	200000	1550133	37254283	111645722	2346	4749069	3595178	2351099
1789677887	55053	95.6	95.1	5636	2445	1665	7276	352	0	91408	3791	8952	3000122	39991	50000	851	200000	1550873	37266914	111727032	2351	4751221	3598212	2352237
1789677919	55085	93.4	92.6	10604	3979	3240	9096	1217	0	35458	3600	8524	3000089	39717	50000	1419	200000	1551940	37284838	111833868	2345	4753615	3599394	2352912
1789677950	55116	94.8	92.8	10054	3531	2294	6775	846	0	43763	4150	9690	3000379	40000	50000	1102	200000	1552637	37298603	111916279	2345	4756180	3601359	2354958
1789677981	55146	93.4	93.0	6724	2923	3228	9422	359	0	32438	3621	8627	3000054	39340	50000	1373	200000	1553416	37316984	111994222	2345	4759364	3602914	2357163
1789678008	55173	97.6	96.7	5224	2918	2829	7448	1066	0	21824	3540	8697	3000076	39249	50000	981	200000	1554041	37330157	112056892	2345	4761681	3604672	2358370
1789678038	55203	98.0	97.5	5475	2871	1596	9374	244	0	61340	3621	8918	3000273	39701	50000	1050	200000	1554927	37350650	112116580	2345	4764069	3607511	2359887
1789678069	55235	96.4	96.2	9156	4212	1910	6561	271	0	42864	3445	8116	3000032	40000	50000	805	200000	1555930	37375186	112212447	2345	4766415	3609058	2360775
1789678100	55266	95.4	94.9	7744	2519	1925	8514	521	0	47018	3636	8545	3000273	39881	50000	939	200000	1556749	37384542	112322834	2346	4769024	3610672	2362408
1789678132	55298	92.2	90.7	7415	4648	4244	7920	922	0	11322	3712	8656	2999888	39319	49885	1519	200000	1557496	37405896	112403692	2345	4773020	3612203	2364102
1789678162	55327	97.4	96.8	9091	3544	1599	7935	759	0	15275	3341	7837	3000610	39887	50000	404	200000	1558365	37421171	112501585	2345	4774048	3614269	2365057
1789678192	55358	94.8	94.4	8635	2543	1056	5931	347	0	16972	3299	7888	3000517	40000	50000	59	200000	1559296	37437288	112597270	2345	4775940	3615912	2366429
1789678217	55383	87.2	86.6	4974	3325	1405	7735	711	0	20112	3564	4899	3000450	40000	50000	345	200000	1559927	37446968	112668164	2345	4778609	3617669	2367781
1789678253	55419	91.8	91.5	7276	2969	4277	6622	225	0	12618	3335	11154	2998869	39350	49784	1367	200000	1560826	37465214	112755212	2345	4781297	3619470	2369040
1789678282	55448	95.2	94.6	9253	3700	4120	8239	462	0	17505	3270	7866	3000126	39483	49955	1655	200000	1561505	37476979	112822071	2345	4783620	3621419	2370153
1789678311	55477	94.6	94.0	8135	4447	4096	6139	624	0	12657	3407	7940	2999532	39167	49966	1529	200000	1562396	37498785	112894661	2345	4786150	3623469	2370947
1789678340	55506	94.6	93.6	8112	2798	3685	8775	2267	0	6869	3333	8096	3000353	39559	49997	1209	200000	1563070	37521223	112940255	2345	4789741	3625611	2371889
1789678371	55536	95.2	95.2	9282	2160	4169	5942	578	0	5351	3478	7794	2999465	38952	49957	1515	200000	1564017	37550404	113005774	2345	4791039	3627798	2372525
1789678400	55566	94.8	94.0	9454	3543	3970	8796	1125	0	2126	3285	8014	2999656	39195	49928	1176	200000	1564852	37566953	113088262	2343	4794603	3629568	2373680
1789678428	55594	95.2	94.4	8912	3129	3688	7304	2004	0	1922	3251	7828	3000130	39616	49980	1194	200000	1565609	37589188	113138347	2343	4796849	3631663	2374859
1789678457	55623	93.6	93.2	7361	4548	3536	8931	2189	0	9539	3691	8201	3000030	39798	50000	1141	200000	1566390	37602059	113219031	2343	4799261	3633515	2375731
1789678489	55654	94.6	94.2	8870	2443	3837	7061	2042	0	10194	3441	8072	2998897	39375	49983	1286	200000	1567355	37624246	113302701	2335	4801667	3635750	2376578
1789678519	55685	94.2	93.9	7448	4589	3861	8686	2168	0	926	3231	7705	2999168	39567	49883	1037	200000	1568168	37642795	113389130	2335	4803987	3637377	2378036
1789678549	55715	94.6	94.5	5794	4770	3789	7485	1195	0	6880	3363	7700	2998514	39617	49676	1009	200000	1569136	37662015	113471303	2335	4806477	3639358	2378705
1789678578	55744	97.7	97.4	8011	5702	904	7492	279	0	12311	3261	7541	3000333	40000	50000	45	200000	1570105	37677211	113588450	2336	4806781	3640833	2379983
1789678608	55774	90.9	89.6	4860	3237	2605	6990	1092	0	4958	3592	8683	3000028	39290	49986	827	200000	1570515	37685505	113639787	2335	4810545	3642550	2382300
1789678639	55805	92.6	92.1	9840	2547	2701	9306	654	0	40284	3534	8528	3000038	39353	49916	1111	200000	1571272	37704598	113701749	2335	4813399	3644656	2383889
1789678669	55835	94.7	94.1	9604	2408	3057	7047	936	0	27967	3582	8507	2999951	39493	49986	1292	200000	1572118	37725066	113776954	2339	4815501	3646002	2385168
1789678700	55866	94.8	94.1	9626	2737	1866	8587	517	0	59671	3632	8728	3000384	39457	50000	947	200000	1572887	37743464	113838813	2337	4817815	3648266	2386849
1789678731	55897	94.7	94.4	6662	3484	902	6572	133	0	33582	3349	8143	3000119	40000	50000	486	200000	1573762	37761088	113933228	2337	4820021	3649879	2388659
1789678762	55927	92.6	91.5	5815	3411	1885	8568	189	0	36745	3631	8492	3000266	40000	50000	1064	200000	1574505	37770592	114020024	2337	4822549	3651718	2389811
1789678792	55958	94.6	94.2	8702	5743	1818	6264	201	0	54937	3576	8195	3000527	40000	50000	771	200000	1575409	37788459	114111895	2340	4824966	3653355	2391154
1789678819	55985	93.6	93.1	6338	2383	1485	8081	306	0	32504	3574	4888	3000388	39840	50000	511	200000	1576244	37799715	114216913	2337	4827638	3655094	2392600
1789678847	56013	94.8	94.3	8161	4708	1438	5750	363	0	19365	3593	8178	3000598	39852	50000	544	200000	1577002	37812460	114303455	2340	4829842	3657058	2393250
1789678878	56044	94.1	93.7	8698	5460	1278	7229	358	0	25415	3607	8513	3000737	40000	50000	449	200000	1577860	37831637	114382115	2339	4832157	3659106	2394072
1789678908	56073	97.3	96.8	9652	3836	1448	5332	333	0	26183	3549	8214	3000575	40000	50000	619	200000	1578669	37846556	114465544	2338	4834515	3661177	2394808
1789678938	56104	97.6	96.8	10721	3812	1056	6786	265	0	32829	3702	8627	3000395	40000	50000	369	200000	1579745	37862937	114555663	2342	4836770	3663204	2395672
1789678967	56133	94.1	93.1	5579	2982	3060	6699	1431	0	11854	3511	8485	3000446	39649	50000	876	200000	1580318	37877251	114599204	2337	4840881	3665462	2396679
1789678995	56161	98.8	98.1	14095	2341	934	6856	321	0	7559	3738	8368	3000829	40000	50000	232	200000	1581306	37913228	114658403	2339	4841504	3667220	2397344
1789679026	56192	97.2	94.7	6187	1690	2894	6943	1201	0	41130	3832	9215	3000101	38810	50000	1117	200000	1581805	37924889	114717546	2339	4845770	3669744	2399103
1789679056	56222	95.3	94.9	9147	1716	3056	8547	1368	0	38353	3469	8270	3000353	39567	50000	1161	200000	1582691	37951961	114778841	2339	4848201	3671739	2399737
1789679086	56252	94.9	94.3	10092	5579	3693	7049	1898	0	4816	3544	8335	3000109	39494	50000	1300	200000	1583641	37973378	114861645	2339	4850585	3673315	2400382
1789679117	56283	90.6	88.9	8693	4399	3609	8614	1897	0	3659	4072	9024	3000053	39670	50000	1149	200000	1584430	37990707	114922347	2339	4853031	3675344	2401434
1789679148	56314	94.4	93.8	10215	4485	3965	7482	2396	0	11968	3595	8603	2999227	38996	50000	1441	200000	1585400	38013095	114999270	2339	4855628	3677051	2402816
1789679179	56345	95.2	95.1	10185	3093	3003	8757	1944	0	8696	3580	8520	2999634	39508	50000	640	200000	1586211	38025059	115090978	2339	4857942	3679134	2403756
1789679210	56376	94.0	93.9	11334	5518	4326	7788	895	0	936	3520	8376	2998730	39482	49768	1585	200000	1587268	38050023	115176362	2341	4860464	3680927	2404478
1789679238	56404	94.8	94.2	10136	2268	3744	9099	1527	0	2402	3443	4820	2999373	39517	49917	1028	200000	1588007	38060906	115275881	2341	4862958	3683146	2405279
1789679269	56435	98.4	97.7	13572	2962	1215	5708	180	0	40682	3531	8369	3000503	40000	50000	573	200000	1589112	38084014	115382826	2352	4863273	3685221	2405959
1789679299	56465	94.4	93.9	7434	4884	1662	7660	221	0	21797	3365	8192	3000395	39907	50000	1040	200000	1589872	38098177	115458376	2339	4865889	3687302	2406860
1789679329	56495	96.1	95.9	13401	2637	1214	5813	205	0	57444	3439	8232	3000145	40000	50000	730	200000	1590759	38119424	115535979	2347	4868074	3689452	2407527
1789679359	56524	93.9	93.2	7849	2417	2015	7658	129	0	40215	3487	8164	3000535	39741	50000	1310	200000	1591471	38134266	115608052	2347	4870696	3691646	2408276
1789679389	56555	94.8	82.9	9511	2262	1405	5558	230	0	52302	3839	9054	3000598	40000	50000	709	200000	1592424	38161107	115677651	2340	4872974	3693525	2409114
1789679421	56587	91.5	89.0	7360	3979	3845	8130	467	0	8750	4272	9286	2998747	39761	49884	1126	200000	1593196	38176198	115758415	2340	4876604	3695179	2411050
1789679453	56619	97.8	97.6	13213	1770	1186	6023	445	0	39959	3489	8197	3000196	40000	50000	338	200000	1594336	38189022	115874984	2357	4878220	3697455	2411680
1789679485	56650	93.8	92.9	6505	3906	1203	7933	108	0	44590	3731	8681	3000511	40000	50000	526	200000	1595262	38203026	115973579	2348	4880905	3699348	2412976
1789679505	56671	94.0	93.3	9411	2646	1866	6090	63	0	50583	3738	4924	3000368	39919	50000	837	200000	1595591	38216334	115995121	2345	4882701	3700676	2413698
1789679539	56704	93.0	92.4	9284	3086	1804	8143	770	0	19878	3599	8585	3000549	39707	50000	621	200000	1596579	38230014	116116615	2340	4885825	3702450	2415996
1789679567	56733	95.2	94.8	7271	2674	965	5654	338	0	19761	3397	8135	3000665	39969	50000	343	200000	1597375	38247711	116185398	2340	4887699	3704309	2417097
1789679595	56761	94.1	92.8	7797	2654	1230	7563	676	0	5009	3703	8698	3000540	39826	50000	251	200000	1598122	38260162	116258405	2341	4890472	3706212	2418319
1789679628	56793	90.8	90.5	8136	3125	4300	7974	692	0	1973	3627	8698	2998793	39064	49937	1376	200000	1598972	38277425	116338902	2339	4894338	3707682	2420454
1789679657	56823	94.8	93.7	7096	1859	2559	9282	930	0	59734	3845	8837	3000014	38798	50000	1177	200000	1599545	38285864	116410407	2339	4896532	3710262	2421670
1789679686	56852	95.9	93.8	8359	3610	2856	7267	826	0	40274	4006	8725	3000273	39085	50000	1256	200000	1600317	38302838	116489656	2339	4898911	3712161	2422496
1789679720	56886	94.3	93.8	6739	3294	1995	8993	238	0	64932	3488	8601	3000506	39737	50000	1257	200000	1601271	38325376	116565834	2348	4901353	3714921	2423894
1789679751	56917	95.1	94.4	10871	5780	1556	5926	139	0	48055	3531	8408	3000914	40000	50000	974	200000	1602192	38351957	116643121	2343	4903727	3716793	2424874
1789679781	56947	94.9	94.4	8950	3389	1486	7414	223	0	46651	3577	8399	3000618	40000	50000	767	200000	1603007	38374887	116713200	2342	4906183	3718745	2425923
1789679813	56979	96.1	95.1	9658	3026	1192	5680	182	0	50380	3513	8628	3000370	40000	50000	539	200000	1604080	38394908	116802727	2342	4908693	3720798	2426871
1789679841	57007	98.2	96.8	4802	2766	1847	7567	262	0	39188	3780	8794	3000290	40000	50000	1007	200000	1604785	38408494	116874845	2341	4911076	3722738	2427735
1789679868	57034	96.4	95.8	9219	3787	2089	6309	182	0	22272	3756	5191	3000158	39874	49984	1155	200000	1605657	38424758	116970787	2348	4913830	3724031	2429591
1789679897	57063	96.9	96.5	5621	3152	1223	8038	360	0	20892	3620	8570	3000383	40000	50000	140	200000	1606371	38436491	117060573	2341	4916091	3725730	2431881
1789679930	57096	96.0	95.7	7333	5023	1162	6690	351	0	40715	3598	8693	3000498	40000	50000	392	200000	1607380	38449922	117194826	2343	4918577	3727485	2433003
1789679958	57124	92.6	91.8	9576	2407	2336	9198	812	0	15933	3625	8729	3000079	39341	50000	578	200000	1608024	38460473	117261479	2341	4921742	3728964	2434692
1789679988	57154	92.9	92.5	10190	2571	3327	7552	576	0	18775	3699	8867	3000148	39291	49978	1441	200000	1608757	38477257	117330541	2344	4924651	3730618	2436526
1789680016	57182	87.2	86.1	5127	2535	3056	9652	1378	0	27008	3834	9291	2999488	38908	50000	1048	200000	1609133	38485798	117365741	2341	4927463	3732618	2438670
1789680046	57212	94.7	94.5	10374	3696	2774	8275	1671	0	17954	3909	8453	3000052	39969	50000	679	200000	1610074	38509875	117447999	2341	4929497	3733852	2440030
1789680077	57242	94.7	93.8	6918	4829	3784	10506	1970	0	18830	3527	8148	2998658	39208	50000	1424	200000	1610984	38521484	117556994	2341	4932193	3735672	2441177
1789680111	57277	95.0	94.6	8160	2398	2317	7985	618	0	63548	3540	8627	3000168	39558	50000	1165	200000	1611828	38534294	117670278	2341	4934425	3737658	2443983
1789680137	57303	94.1	93.7	7464	4868	2250	9432	875	0	58701	3378	7877	3000054	39225	50000	940	200000	1612270	38542530	117740474	2343	4936450	3738769	2445307
1789680166	57332	93.8	93.3	8785	2781	2314	7572	378	0	43029	3629	8096	2999957	39104	50000	1301	200000	1613086	38556368	117821724	2343	4938743	3740664	2447119
1789680198	57363	95.9	95.5	5773	3747	1606	8860	351	0	46468	3175	7896	3000569	39538	50000	797	200000	1614167	38576569	117915795	2342	4941128	3742471	2448205
1789680227	57393	92.7	92.1	6182	3007	3216	7262	980	0	11109	3302	7922	2999841	39547	49949	914	200000	1614969	38589126	117988008	2341	4944653	3744232	2449571
1789680256	57422	96.8	96.6	11463	3703	1285	8043	198	0	28609	3281	7674	3000505	40000	50000	458	200000	1615957	38604288	118086380	2341	4945985	3746312	2450787
1789680292	57457	92.6	91.9	7704	4416	3893	6658	695	0	10515	3451	11272	2999547	38674	49986	1562	200000	1616773	38621454	118170228	2341	4949158	3748097	2452190
1789680319	57485	94.0	93.0	5452	5007	3070	9067	1892	0	3735	3263	7975	3000148	39153	50000	1037	200000	1617458	38642944	118226733	2341	4952257	3749733	2453723
1789680348	57514	93.0	92.2	8212	2339	3132	6710	1504	0	28281	3346	7620	2999952	38761	50000	1138	200000	1618163	38662177	118279262	2341	4954632	3751968	2454924
1789680376	57542	94.8	94.4	5731	2954	2331	8143	824	0	38081	3377	8099	3000229	39049	50000	978	200000	1618822	38676097	118346660	2341	4956837	3754144	2455898
1789680408	57573	93.8	93.4	7807	5002	2706	6696	766	0	34677	3618	8301	3000448	39611	50000	1123	200000	1619710	38702570	118409590	2341	4959084	3756048	2456776
1789680439	57605	94.2	93.9	6796	2704	1290	8494	98	0	95360	3569	8468	3000403	40000	50000	806	200000	1620682	38718066	118501742	2355	4961399	3758350	2458399
1789680469	57635	93.4	92.9	10187	4496	3019	6950	1112	0	42464	3337	7717	3000403	39684	49831	1420	200000	1621481	38732393	118601043	2341	4963912	3759541	2459468
1789680497	57662	93.7	93.1	6870	2535	2505	8806	460	0	54822	3403	7948	3000231	39421	49919	1285	200000	1622141	38742746	118691973	2341	4966038	3760862	2462008
1789680530	57695	95.3	95.2	9057	3919	1105	6446	223	0	88171	3271	7818	3000426	39842	50000	596	200000	1623190	38758491	118807054	2344	4968396	3763124	2463105
1789680557	57723	93.5	92.9	7501	4719	2812	8375	912	0	41716	3168	7502	3000211	39653	49966	1210	200000	1623981	38773425	118892245	2341	4970800	3764561	2463840
1789680585	57751	92.9	92.2	6085	3898	2059	6801	87	0	48569	3298	7603	3000054	39175	50000	1284	200000	1624696	38785743	118972469	2341	4973098	3766158	2466106
1789680619	57785	95.8	95.4	7608	4332	979	8176	189	0	25405	3364	8092	3000710	39508	50000	636	200000	1625867	38816641	119071348	2341	4975492	3767439	2468315
1789680646	57811	94.6	93.8	7076	2051	1351	7066	807	0	7636	3239	7845	3000590	39245	50000	319	200000	1626513	38828804	119149935	2345	4978334	3769427	2469535
1789680681	57847	96.9	96.8	8699	2777	4412	9042	258	0	2741	3154	10628	2998865	39350	49599	1500	200000	1627566	38854588	119247507	2342	4980703	3771162	2470707
1789680707	57873	95.4	94.6	6504	4324	3232	6799	2035	0	3974	3062	7365	3000039	39766	50000	944	200000	1628082	38862955	119319138	2341	4984384	3773015	2472058
1789680739	57905	96.4	96.4	10548	1899	4244	8749	844	0	7470	3144	7531	2998599	39317	49854	1499	200000	1629200	38882461	119440939	2341	4986997	3775197	2472451
1789680769	57935	96.2	95.5	7418	4518	3174	6458	1168	0	773	3252	7752	2999627	39616	49983	744	200000	1629977	38894387	119540727	2341	4988505	3776603	2474859
1789680797	57962	94.0	93.2	5711	3992	2911	8390	1075	0	5061	3365	8030	2999762	39452	50000	1030	200000	1630579	38903897	119618606	2341	4991030	3778197	2476270
1789680828	57994	93.5	92.6	6277	2354	2965	7957	1370	0	44079	3301	8191	3000065	39036	49974	1144	200000	1631409	38918513	119695512	2342	4994072	3780458	2478167
1789680858	58024	95.8	95.2	6015	3957	1678	9280	304	0	55058	3433	8249	3000293	39298	50000	1019	200000	1632371	38932740	119782931	2344	4995902	3782617	2479857
1789680891	58056	95.7	95.3	7710	4929	1318	7005	162	0	64093	3313	8077	3000800	39896	50000	775	200000	1633308	38950843	119886593	2349	4998339	3784762	2480685
1789680917	58083	89.2	87.2	8543	3739	3004	8937	81	0	40754	3639	7824	3000400	39169	50000	1593	200000	1633949	38968642	119933826	2341	5000870	3785967	2481448
1789680949	58115	94.1	93.5	6559	2774	1777	6703	287	0	30714	3478	8554	3000732	39104	50000	746	200000	1634834	38984204	120035233	2344	5003578	3787430	2484496
1789680977	58142	92.3	91.4	6558	2569	3465	9199	1352	0	11420	3309	8011	3000072	38161	50000	1406	200000	1635422	38998953	120092392	2341	5006705	3788886	2486248
1789681006	58172	94.0	93.6	5466	2198	2956	7865	857	0	44037	3166	7949	3000137	38367	49997	1196	200000	1636109	39017424	120146664	2339	5009407	3791551	2487652
1789681041	58207	94.1	93.6	6482	4498	2112	10120	854	0	53487	3144	11023	3000286	38855	50000	992	200000	1637036	39044389	120212280	2339	5012157	3793703	2489531
1789681072	58238	95.7	95.4	7668	4208	1606	7002	291	0	51621	3128	7749	3000442	39226	50000	965	200000	1637994	39055737	120325338	2340	5014283	3795933	2490499
1789681103	58269	94.6	94.4	7802	2475	1148	8475	117	0	88558	3261	7852	3000719	39525	50000	737	200000	1638945	39077755	120427133	2346	5016470	3797893	2491493
1789681132	58297	93.1	92.7	8914	2820	2441	5947	331	0	86898	3081	7606	3000583	39638	50000	1292	200000	1639635	39090969	120510459	2345	5018899	3799865	2492143
1789681162	58328	94.4	94.1	8075	4131	2125	7462	145	0	93597	3148	7597	3000355	39783	50000	1187	200000	1640604	39108093	120616309	2347	5021246	3801720	2493390
1789681186	58352	92.8	91.9	9335	5117	3122	5725	1295	0	55128	3466	7993	3000328	39947	50000	1279	200000	1641057	39113941	120673901	2342	5023671	3802762	2493942
1789681218	58384	95.0	94.5	7503	2809	2838	7272	934	0	69859	3373	7988	3000184	39651	49993	1373	200000	1641975	39131899	120762654	2342	5026076	3805067	2494887
1789681252	58418	95.8	95.4	6931	2557	2305	5863	180	0	85524	3398	8091	3000652	40000	50000	1227	200000	1643103	39160830	120845615	2346	5028554	3807761	2496023
1789681282	58448	94.4	93.9	6807	4645	1703	7330	181	0	84711	3342	7839	3000577	40000	50000	1071	200000	1644050	39183566	120927493	2347	5030965	3810155	2496811
1789681313	58479	94.3	93.6	9255	3040	1976	5944	168	0	78568	3508	7955	3000721	39995	50000	1233	200000	1644894	39205667	121016531	2349	5033384	3812144	2497602
1789681342	58507	94.4	94.2	5841	4915	1316	7338	252	0	109332	3443	7924	3000022	40000	50000	724	200000	1645649	39221611	121093392	2366	5035805	3814289	2498400
1789681370	58536	93.3	92.7	8219	7392	2840	5923	468	0	33635	3296	7556	3000131	39399	50000	1146	200000	1646278	39232625	121178322	2340	5038162	3815374	2499297
1789681403	58569	94.6	94.2	8327	4166	3218	7630	1205	0	44326	3413	7838	3000501	39784	49742	1369	200000	1647386	39255818	121287741	2340	5040655	3817226	2500019
1789681432	58598	93.9	93.0	7159	5579	2212	6293	403	0	60631	3526	8299	3000375	39692	49875	1172	200000	1648013	39268311	121365465	2343	5042992	3819367	2502243
1789681461	58627	94.5	94.0	6518	2412	2473	7894	480	0	35721	3422	8229	3000490	39741	50000	1111	200000	1648917	39284240	121448412	2341	5045347	3820890	2503214
1789681492	58657	93.8	93.4	7165	3081	2696	7093	537	0	31228	3395	8235	3000640	39992	49978	1148	200000	1649804	39303193	121531319	2340	5047805	3822886	2504200
1789681522	58687	93.6	93.2	7205	2763	2908	8953	945	0	26963	3495	8427	3000313	40000	49997	1214	200000	1650775	39315856	121630275	2340	5050225	3824234	2505709
